source,target,weight,type
RIM'K,L'ALGERINO,1.063578,similar
RIM'K,LE RAT LUCIANO,0.608194,similar
RIM'K,MISTER YOU,1.0622500000000001,similar
RIM'K,MOHA LA SQUALE,0.518368,similar
RIM'K,NAHIR,1.441365,similar
RIM'K,NIRO,1.38748,similar
RIM'K,PRIME,0.446347,similar
RIM'K,DINOS,0.618984,similar
RIM'K,MAC TYER,0.60559,similar
RIM'K,FREEZE CORLEONE,0.558917,similar
RIM'K,KEKRA,0.557035,similar
RIM'K,VALD,0.543186,similar
RIM'K,SADEK,0.623361,similar
RIM'K,SIBOY,0.537355,similar
RIM'K,SOSO MANESS,0.495354,similar
RIM'K,ZKR,0.674026,similar
RIM'K,ZOLA,0.44738,similar
13 BLOCK,KEKRA,1.885729,similar
13 BLOCK,1PLIKE140,1.738395,similar
13 BLOCK,CHEU-B,1.8607200000000002,similar
13 BLOCK,IKAZ BOI,1.825326,similar
13 BLOCK,ATEYABA,1.468055,similar
13 BLOCK,STAVO,0.721752,similar
13 BLOCK,LA FEVE,1.192069,similar
13 BLOCK,FREEZE CORLEONE,1.079357,similar
13 BLOCK,SIBOY,1.5149650000000001,similar
13 BLOCK,JOSMAN,0.584857,similar
13 BLOCK,JOLAGREEN23,0.574765,similar
13 BLOCK,GRADUR,1.101235,similar
13 BLOCK,DINOS,0.569785,similar
13 BLOCK,LAYLOW,0.560479,similar
13 BLOCK,LESRAM,0.553726,similar
13 BLOCK,GAMBINO LA MG,0.509446,similar
13 BLOCK,BEENDO Z,0.444827,similar
13 BLOCK,LE CLUB,0.46885,similar
13 BLOCK,NIRO,0.408076,similar
13 BLOCK,SADEK,0.716945,similar
13 BLOCK,SO LA LUNE,0.436309,similar
KEKRA,1PLIKE140,1.188088,similar
KEKRA,ATEYABA,1.300881,similar
KEKRA,BRULUX,0.73608,similar
KEKRA,DEEN BURBIGO,1.097196,similar
KEKRA,DINOS,1.172708,similar
KEKRA,DJANGO,0.565371,similar
KEKRA,FREEZE CORLEONE,1.370097,similar
KEKRA,GIANNI,0.586493,similar
KEKRA,HEUSS L'ENFOIRE,0.534362,similar
KEKRA,J9UEVE,1.088647,similar
KEKRA,JOSMAN,1.1202809999999999,similar
KEKRA,LA FEVE,1.640794,similar
KEKRA,LAYLOW,1.288432,similar
KEKRA,SO LA LUNE,1.588398,similar
KEKRA,INFINIT',0.665351,similar
KEKRA,OBOY,1.345355,similar
KEKRA,JOLAGREEN23,0.632516,similar
KEKRA,LESRAM,0.607529,similar
KEKRA,ISHA,0.599289,similar
KEKRA,JUNGLE JACK,0.567367,similar
KEKRA,ROUNHAA,0.563853,similar
KEKRA,SIBOY,1.539512,similar
KEKRA,MAIRO,0.552453,similar
KEKRA,LUV RESVAL,0.4979,similar
KEKRA,MADEINPARIS,0.483378,similar
KEKRA,PNL,0.850666,similar
KEKRA,SADEK,0.810104,similar
KEKRA,SQUIDJI,0.421702,similar
KEKRA,VALD,0.631889,similar
1PLIKE140,BEENDO Z,1.9118279999999999,similar
1PLIKE140,GAMBINO LA MG,0.799084,similar
1PLIKE140,KERCHAK,1.4160249999999999,similar
1PLIKE140,LA FEVE,1.279487,similar
1PLIKE140,FREEZE CORLEONE,1.2676059999999998,similar
1PLIKE140,MENACE SANTANA,1.365538,similar
1PLIKE140,JOLAGREEN23,0.652153,similar
1PLIKE140,J9UEVE,0.629106,similar
1PLIKE140,JOSMAN,0.626403,similar
1PLIKE140,FRESH LADOUILLE,1.364494,similar
1PLIKE140,DIDDI TRIX,0.6004,similar
1PLIKE140,OBOY,1.1699700000000002,similar
1PLIKE140,BU$HI,0.586488,similar
1PLIKE140,FAVE,0.477138,similar
1PLIKE140,GHOST KILLER TRACK,0.460891,similar
1PLIKE140,GRADUR,0.468394,similar
1PLIKE140,IKAZ BOI,0.554852,similar
1PLIKE140,JKSN,0.733479,similar
1PLIKE140,KAZA,0.484738,similar
1PLIKE140,LA MANO 1.9,0.600411,similar
1PLIKE140,LA RVFLEUZE,0.600711,similar
1PLIKE140,MADEINPARIS,0.470566,similar
1PLIKE140,NAHIR,0.615766,similar
1PLIKE140,NIRO,0.430723,similar
1PLIKE140,NONO LA GRINTA,0.64172,similar
1PLIKE140,SADEK,0.569896,similar
1PLIKE140,SO LA LUNE,0.495656,similar
1PLIKE140,YORSSY,0.47572,similar
1PLIKE140,ZOKUSH,0.46748,similar
CHEU-B,GRADUR,0.500638,similar
CHEU-B,DIDDI TRIX,0.473269,similar
CHEU-B,SO LA LUNE,0.437254,similar
CHEU-B,CHILY,0.424826,similar
CHEU-B,NONO LA GRINTA,0.486771,similar
IKAZ BOI,DAU,0.536496,similar
IKAZ BOI,GHOST KILLER TRACK,1.132241,similar
IKAZ BOI,BU$HI,0.747925,similar
IKAZ BOI,LESRAM,0.709379,similar
IKAZ BOI,JUNGLE JACK,0.606851,similar
IKAZ BOI,B.B. JACQUES,0.602157,similar
IKAZ BOI,YVNNIS,0.570495,similar
IKAZ BOI,DEEN BURBIGO,0.526205,similar
IKAZ BOI,STAVO,0.515966,similar
IKAZ BOI,LUV RESVAL,0.495262,similar
IKAZ BOI,LUIDJI,0.475495,similar
IKAZ BOI,NEPAL,0.463431,similar
IKAZ BOI,JOK'AIR,0.427571,similar
IKAZ BOI,SQUIDJI,0.877844,similar
IKAZ BOI,WALLACE CLEAVER,0.405969,similar
ATEYABA,LA FEVE,1.660037,similar
ATEYABA,LAYLOW,1.1940309999999998,similar
ATEYABA,JOSMAN,1.162944,similar
ATEYABA,J9UEVE,1.308154,similar
ATEYABA,INFINIT',0.654473,similar
ATEYABA,BU$HI,0.623397,similar
ATEYABA,JOLAGREEN23,0.592018,similar
ATEYABA,FREEZE CORLEONE,1.094981,similar
ATEYABA,DINOS,0.978996,similar
ATEYABA,JUNGLE JACK,0.510312,similar
ATEYABA,PRINCE WALY,0.507244,similar
ATEYABA,ROUNHAA,0.507005,similar
ATEYABA,DTF,0.408273,similar
ATEYABA,GRADUR,0.480507,similar
ATEYABA,KRISY,0.726099,similar
ATEYABA,LUIDJI,0.429909,similar
ATEYABA,MADEINPARIS,0.449719,similar
ATEYABA,PNL,0.596753,similar
ATEYABA,SIBOY,0.515433,similar
ATEYABA,SO LA LUNE,0.427138,similar
ATEYABA,YOURI,0.476678,similar
STAVO,GRADUR,0.448161,similar
STAVO,SIBOY,0.740415,similar
LA FEVE,DAU,0.463065,similar
LA FEVE,DINOS,1.110211,similar
LA FEVE,DOUMS,0.403543,similar
LA FEVE,J9UEVE,1.889329,similar
LA FEVE,JOSMAN,1.399157,similar
LA FEVE,JOLAGREEN23,0.952095,similar
LA FEVE,BU$HI,0.813897,similar
LA FEVE,LAYLOW,1.483935,similar
LA FEVE,YVNNIS,0.700706,similar
LA FEVE,ROUNHAA,0.669139,similar
LA FEVE,MAIRO,0.624728,similar
LA FEVE,JUNGLE JACK,0.610508,similar
LA FEVE,FREEZE CORLEONE,0.572475,similar
LA FEVE,INFINIT',0.554504,similar
LA FEVE,SO LA LUNE,1.232129,similar
LA FEVE,PRINCE WALY,0.484615,similar
LA FEVE,LUIDJI,0.452169,similar
LA FEVE,MADEINPARIS,0.539612,similar
LA FEVE,NEPAL,0.510052,similar
LA FEVE,SIBOY,0.413,similar
FREEZE CORLEONE,BEENDO Z,0.487948,similar
FREEZE CORLEONE,DAMSO,1.138514,similar
FREEZE CORLEONE,DEEN BURBIGO,0.9230849999999999,similar
FREEZE CORLEONE,DJANGO,1.479832,similar
FREEZE CORLEONE,FAVE,0.43865,similar
FREEZE CORLEONE,LUV RESVAL,1.727533,similar
FREEZE CORLEONE,LAYLOW,1.2093280000000002,similar
FREEZE CORLEONE,PNL,1.482402,similar
FREEZE CORLEONE,BU$HI,0.59343,similar
FREEZE CORLEONE,JOSMAN,1.0631970000000002,similar
FREEZE CORLEONE,VALD,1.306346,similar
FREEZE CORLEONE,MENACE SANTANA,1.225684,similar
FREEZE CORLEONE,NEPAL,1.091925,similar
FREEZE CORLEONE,KERCHAK,1.030128,similar
FREEZE CORLEONE,LESRAM,0.494904,similar
FREEZE CORLEONE,HEUSS L'ENFOIRE,1.038034,similar
FREEZE CORLEONE,FRESH LADOUILLE,0.427213,similar
FREEZE CORLEONE,GRADUR,0.461494,similar
FREEZE CORLEONE,GUIZMO,0.816312,similar
FREEZE CORLEONE,NAHIR,0.772316,similar
FREEZE CORLEONE,PRIME,0.58457,similar
FREEZE CORLEONE,SIBOY,0.659654,similar
FREEZE CORLEONE,VLADIMIR CAUCHEMAR,0.43458,similar
SIBOY,GUIZMO,1.523635,similar
SIBOY,HAYCE LEMSI,0.9147000000000001,similar
SIBOY,GRADUR,0.673153,similar
SIBOY,DAMSO,0.649387,similar
SIBOY,INFINIT',0.580567,similar
SIBOY,DINOS,0.578197,similar
SIBOY,LESRAM,0.549269,similar
SIBOY,SO LA LUNE,0.543985,similar
SIBOY,LAYLOW,0.52234,similar
SIBOY,ISHA,0.516565,similar
SIBOY,MAC TYER,0.452598,similar
SIBOY,LIMSA D'AULNAY,0.42049,similar
JOSMAN,A2H,0.72278,similar
JOSMAN,AMK,0.703884,similar
JOSMAN,ASHH,0.712957,similar
JOSMAN,BEKAR,0.59428,similar
JOSMAN,DAMSO,1.872449,similar
JOSMAN,DAU,0.613064,similar
JOSMAN,DEEN BURBIGO,1.2231779999999999,similar
JOSMAN,DINOS,1.810983,similar
JOSMAN,DISIZ,0.908668,similar
JOSMAN,DJANGO,0.580191,similar
JOSMAN,DOUMS,1.203765,similar
JOSMAN,DTF,0.822057,similar
JOSMAN,FAVE,0.588544,similar
JOSMAN,GEORGIO,0.525116,similar
JOSMAN,GHOST KILLER TRACK,0.422396,similar
JOSMAN,GROS MO,0.583503,similar
JOSMAN,H.E.M,0.510065,similar
JOSMAN,J9UEVE,1.313459,similar
JOSMAN,JEANJASS,0.406915,similar
JOSMAN,JOK'AIR,1.6220379999999999,similar
JOSMAN,LAYLOW,2.0,similar
JOSMAN,LUIDJI,1.7945980000000001,similar
JOSMAN,OBOY,1.653891,similar
JOSMAN,LUV RESVAL,1.588449,similar
JOSMAN,NEPAL,2.174391,similar
JOSMAN,YVNNIS,0.585132,similar
JOSMAN,ROUNHAA,0.561335,similar
JOSMAN,BU$HI,0.557418,similar
JOSMAN,MADEINPARIS,1.509712,similar
JOSMAN,WALLACE CLEAVER,0.504041,similar
JOSMAN,LESRAM,0.470831,similar
JOSMAN,VALD,1.26891,similar
JOSMAN,JYEUHAIR,0.443775,similar
JOSMAN,KAZA,0.542764,similar
JOSMAN,KRISY,0.98953,similar
JOSMAN,LIVAI,0.475488,similar
JOSMAN,LUJIPEKA,0.492576,similar
JOSMAN,MENACE SANTANA,0.46425,similar
JOSMAN,MISTER V,0.643552,similar
JOSMAN,MOHA LA SQUALE,0.41607,similar
JOSMAN,PNL,0.748778,similar
JOSMAN,PONKO,0.584451,similar
JOSMAN,PRIME,0.769183,similar
JOSMAN,RILES,0.494777,similar
JOSMAN,SO LA LUNE,0.659407,similar
JOSMAN,SQUIDJI,0.788374,similar
JOSMAN,STILL FRESH,0.470318,similar
JOSMAN,THEODORA,0.49899,similar
JOSMAN,THEODORT,0.636636,similar
JOSMAN,TSEW THE KID,0.558621,similar
JOSMAN,WIZTHEMC,0.495561,similar
JOSMAN,YG PABLO,1.0,similar
JOSMAN,YOURI,0.628453,similar
JOSMAN,ZEG P,0.547358,similar
JOLAGREEN23,DAU,0.571859,similar
JOLAGREEN23,DINOS,0.550526,similar
JOLAGREEN23,J9UEVE,0.802489,similar
JOLAGREEN23,LA MANO 1.9,0.497291,similar
JOLAGREEN23,LA RVFLEUZE,0.559939,similar
JOLAGREEN23,LAYLOW,0.500762,similar
JOLAGREEN23,NONO LA GRINTA,0.533607,similar
JOLAGREEN23,TIMAR,0.469928,similar
GRADUR,BOLEMVN,1.189643,similar
GRADUR,BRAMSITO,0.620625,similar
GRADUR,BRULUX,0.960804,similar
GRADUR,GIANNI,0.550186,similar
GRADUR,HEUSS L'ENFOIRE,1.462193,similar
GRADUR,DINOS,0.518542,similar
GRADUR,DAMSO,0.508115,similar
GRADUR,MISTER YOU,1.048658,similar
GRADUR,HAYCE LEMSI,1.3116910000000002,similar
GRADUR,KOFS,0.563797,similar
GRADUR,KPOINT,0.647788,similar
GRADUR,LA RVFLEUZE,0.497476,similar
GRADUR,LARTISTE,0.674999,similar
GRADUR,LE RAT LUCIANO,0.50088,similar
GRADUR,MOHA LA SQUALE,0.59044,similar
GRADUR,OBOY,0.502595,similar
GRADUR,PNL,0.6942,similar
GRADUR,PRIME,0.496953,similar
GRADUR,SADEK,0.562704,similar
GRADUR,SOSO MANESS,0.451385,similar
GRADUR,STILL FRESH,0.827733,similar
GRADUR,TIMAR,0.486277,similar
GRADUR,TRIANGLE DES BERMUDES,0.42343,similar
GRADUR,YORSSY,0.418206,similar
GRADUR,ZEG P,0.529248,similar
DINOS,A2H,1.5129730000000001,similar
DINOS,AMK,0.709224,similar
DINOS,ASHH,0.896719,similar
DINOS,CHILLA,0.560721,similar
DINOS,DAMSO,1.903198,similar
DINOS,DAU,0.452207,similar
DINOS,LAYLOW,1.673949,similar
DINOS,S-CREW,1.1814310000000001,similar
DINOS,LUIDJI,1.310012,similar
DINOS,DOUMS,1.350827,similar
DINOS,JOK'AIR,1.4100160000000002,similar
DINOS,ROUNHAA,0.550783,similar
DINOS,ISHA,0.943964,similar
DINOS,VALD,1.2616040000000002,similar
DINOS,MADEINPARIS,1.304744,similar
DINOS,DISIZ,1.365223,similar
DINOS,J9UEVE,1.010419,similar
DINOS,DJANGO,0.816351,similar
DINOS,FAVE,0.454609,similar
DINOS,GEORGIO,0.705836,similar
DINOS,GIANNI,0.640128,similar
DINOS,GP EXPLORER,0.671092,similar
DINOS,GUIZMO,0.871168,similar
DINOS,HEUSS L'ENFOIRE,0.553178,similar
DINOS,JYEUHAIR,0.694258,similar
DINOS,KPOINT,0.433571,similar
DINOS,LORD ESPERANZA,0.528558,similar
DINOS,MOHA LA SQUALE,0.474746,similar
DINOS,NAHIR,0.715987,similar
DINOS,OBOY,0.951275,similar
DINOS,PONKO,0.512932,similar
DINOS,PRIME,0.8638,similar
DINOS,TSEW THE KID,0.63216,similar
DINOS,YG PABLO,0.960556,similar
DINOS,YOURI,0.511597,similar
DINOS,ZEG P,0.635616,similar
LAYLOW,A2H,0.652696,similar
LAYLOW,ASHH,0.655601,similar
LAYLOW,DAMSO,1.60622,similar
LAYLOW,DAU,0.459813,similar
LAYLOW,DEEN BURBIGO,0.487617,similar
LAYLOW,DISIZ,0.875849,similar
LAYLOW,DJANGO,0.601648,similar
LAYLOW,DOUMS,1.2504089999999999,similar
LAYLOW,DTF,0.974602,similar
LAYLOW,GEORGIO,0.525651,similar
LAYLOW,GHOST KILLER TRACK,0.471801,similar
LAYLOW,GIANNI,0.471025,similar
LAYLOW,GUIZMO,0.75107,similar
LAYLOW,J9UEVE,1.1771120000000002,similar
LAYLOW,JOK'AIR,1.452947,similar
LAYLOW,JYEUHAIR,0.446113,similar
LAYLOW,KAZA,0.487062,similar
LAYLOW,KRISY,0.788458,similar
LAYLOW,ROUNHAA,0.693048,similar
LAYLOW,LUV RESVAL,1.692394,similar
LAYLOW,NEPAL,2.042894,similar
LAYLOW,BU$HI,0.608872,similar
LAYLOW,PNL,1.566697,similar
LAYLOW,LUIDJI,1.294626,similar
LAYLOW,OBOY,1.446353,similar
LAYLOW,VALD,1.374697,similar
LAYLOW,YVNNIS,0.507366,similar
LAYLOW,B.B. JACQUES,0.501262,similar
LAYLOW,MADEINPARIS,1.400965,similar
LAYLOW,WALLACE CLEAVER,0.464181,similar
LAYLOW,LIVAI,0.485334,similar
LAYLOW,LUJIPEKA,0.461704,similar
LAYLOW,MENACE SANTANA,0.400377,similar
LAYLOW,MISTER V,0.573344,similar
LAYLOW,PONKO,0.558038,similar
LAYLOW,RILES,0.523818,similar
LAYLOW,SO LA LUNE,0.662885,similar
LAYLOW,SQUIDJI,0.60983,similar
LAYLOW,STILL FRESH,0.404118,similar
LAYLOW,THEODORT,0.630949,similar
LAYLOW,TSEW THE KID,0.575996,similar
LAYLOW,YG PABLO,0.840387,similar
LAYLOW,ZEG P,0.510759,similar
LESRAM,BEKAR,0.511428,similar
LESRAM,DEEN BURBIGO,0.610325,similar
LESRAM,DOUMS,0.433996,similar
LESRAM,DTF,0.647233,similar
LESRAM,GHOST KILLER TRACK,0.499053,similar
LESRAM,GIANNI,0.480716,similar
LESRAM,GUIZMO,0.919373,similar
LESRAM,HUGO TSR,0.408352,similar
LESRAM,ISHA,0.592263,similar
LESRAM,J9UEVE,0.421011,similar
LESRAM,JEANJASS,0.405368,similar
LESRAM,LE RAT LUCIANO,0.498796,similar
LESRAM,LIMSA D'AULNAY,0.452174,similar
LESRAM,LUV RESVAL,0.570483,similar
LESRAM,PNL,0.525638,similar
LESRAM,SO LA LUNE,0.651467,similar
LESRAM,YOURI,0.817386,similar
GAMBINO LA MG,BEENDO Z,1.0,similar
GAMBINO LA MG,BOLEMVN,0.580582,similar
GAMBINO LA MG,FRESH LADOUILLE,0.815908,similar
GAMBINO LA MG,JKSN,0.875461,similar
GAMBINO LA MG,NONO LA GRINTA,0.522876,similar
GAMBINO LA MG,RSKO,0.421373,similar
GAMBINO LA MG,YORSSY,0.466361,similar
GAMBINO LA MG,ZOKUSH,1.0,similar
13 ORGANISE,LE CLASSICO ORGANISE,0.831746,similar
13 ORGANISE,SASSO,0.537865,similar
13 ORGANISE,TK,0.499402,similar
13 ORGANISE,SOSO MANESS,0.474674,similar
13 ORGANISE,RK,0.467329,similar
13 ORGANISE,HEUSS L'ENFOIRE,1.422393,similar
LE CLASSICO ORGANISE,BRAMSITO,1.006961,similar
LE CLASSICO ORGANISE,L'ALGERINO,1.6369289999999999,similar
LE CLASSICO ORGANISE,HEUSS L'ENFOIRE,0.490051,similar
LE CLASSICO ORGANISE,BOLEMVN,0.450872,similar
SASSO,BRULUX,0.722489,similar
SASSO,RK,1.2418179999999999,similar
SASSO,SADEK,0.743947,similar
SASSO,ISK,0.481655,similar
SASSO,NAHIR,0.476111,similar
SASSO,HEUSS L'ENFOIRE,0.451697,similar
SASSO,SOSO MANESS,0.44485,similar
SASSO,TK,1.084296,similar
SASSO,BOLEMVN,0.418548,similar
SASSO,ZKR,0.625309,similar
TK,NIAKS,1.2094420000000001,similar
TK,MISTER YOU,0.451222,similar
SOSO MANESS,DADI,0.63431,similar
SOSO MANESS,DJ KAYZ,0.485686,similar
SOSO MANESS,DJ LESKA,0.615761,similar
SOSO MANESS,HEUSS L'ENFOIRE,1.474824,similar
SOSO MANESS,KOFS,1.647107,similar
SOSO MANESS,SADEK,0.524519,similar
SOSO MANESS,BOLEMVN,0.478316,similar
SOSO MANESS,NAHIR,0.476528,similar
SOSO MANESS,NIRO,0.472406,similar
SOSO MANESS,ZEG P,0.443801,similar
RK,GP EXPLORER,0.729231,similar
RK,HMZ,0.428532,similar
RK,NIAKS,0.495003,similar
RK,ISK,0.836495,similar
RK,GAULOIS,0.754136,similar
RK,BOUSS,0.621168,similar
RK,BOLEMVN,0.601334,similar
RK,STARE DOBRE MAŁZENSTWO,0.572908,similar
RK,KPOINT,0.561002,similar
RK,ZKR,1.267356,similar
RK,OBOY,0.495989,similar
RK,VEN1,0.538243,similar
HEUSS L'ENFOIRE,BOLEMVN,1.332458,similar
HEUSS L'ENFOIRE,BOUSS,0.476014,similar
HEUSS L'ENFOIRE,BRAMSITO,0.64985,similar
HEUSS L'ENFOIRE,BRULUX,0.839302,similar
HEUSS L'ENFOIRE,DJ LESKA,0.49781,similar
HEUSS L'ENFOIRE,FAVE,0.496753,similar
HEUSS L'ENFOIRE,GIANNI,0.650738,similar
HEUSS L'ENFOIRE,H.E.M,0.529141,similar
HEUSS L'ENFOIRE,HATIK,0.714036,similar
HEUSS L'ENFOIRE,HAYCE LEMSI,0.575214,similar
HEUSS L'ENFOIRE,VALD,1.70179,similar
HEUSS L'ENFOIRE,OBOY,1.327888,similar
HEUSS L'ENFOIRE,SADEK,1.4276749999999998,similar
HEUSS L'ENFOIRE,MISTER V,1.307143,similar
HEUSS L'ENFOIRE,LARTISTE,1.3752490000000002,similar
HEUSS L'ENFOIRE,DAMSO,0.536216,similar
HEUSS L'ENFOIRE,JOK'AIR,0.472181,similar
HEUSS L'ENFOIRE,KAZA,0.742857,similar
HEUSS L'ENFOIRE,KOFS,0.722987,similar
HEUSS L'ENFOIRE,L'ALGERINO,1.204352,similar
HEUSS L'ENFOIRE,LORENZO,0.553493,similar
HEUSS L'ENFOIRE,MC MENOR JP,0.625646,similar
HEUSS L'ENFOIRE,MISTER YOU,0.513198,similar
HEUSS L'ENFOIRE,MMZ,0.420002,similar
HEUSS L'ENFOIRE,MOHA LA SQUALE,0.536211,similar
HEUSS L'ENFOIRE,NAHIR,0.654518,similar
HEUSS L'ENFOIRE,STILL FRESH,0.583923,similar
HEUSS L'ENFOIRE,THEODORT,0.606832,similar
HEUSS L'ENFOIRE,TRIANGLE DES BERMUDES,0.488405,similar
HEUSS L'ENFOIRE,VEGEDREAM,0.661891,similar
HEUSS L'ENFOIRE,VLADIMIR CAUCHEMAR,0.53454,similar
HEUSS L'ENFOIRE,YL,0.466688,similar
HEUSS L'ENFOIRE,ZEG P,0.896965,similar
BEENDO Z,KERCHAK,1.3608509999999998,similar
BEENDO Z,MENACE SANTANA,1.174074,similar
BEENDO Z,FAVE,1.150696,similar
BEENDO Z,LUV RESVAL,0.496059,similar
BEENDO Z,FRESH LADOUILLE,0.981387,similar
BEENDO Z,NAHIR,1.036512,similar
BEENDO Z,JKSN,0.670261,similar
BEENDO Z,KAZA,0.47021,similar
BEENDO Z,LA MANO 1.9,0.492699,similar
BEENDO Z,LA RVFLEUZE,0.48538,similar
BEENDO Z,NONO LA GRINTA,0.519114,similar
BEENDO Z,ZOKUSH,0.556088,similar
KERCHAK,DTF,0.71137,similar
KERCHAK,FAVE,1.835671,similar
KERCHAK,JKSN,0.604093,similar
KERCHAK,MENACE SANTANA,1.808256,similar
KERCHAK,LA MANO 1.9,0.531761,similar
KERCHAK,SO LA LUNE,0.51117,similar
KERCHAK,ZOKUSH,0.519374,similar
MENACE SANTANA,FAVE,1.155511,similar
MENACE SANTANA,LUV RESVAL,1.213504,similar
MENACE SANTANA,BU$HI,0.462436,similar
MENACE SANTANA,WALLACE CLEAVER,0.40188,similar
J9UEVE,DAU,0.478954,similar
J9UEVE,FAVE,0.508092,similar
J9UEVE,ROUNHAA,0.885104,similar
J9UEVE,BU$HI,0.837584,similar
J9UEVE,SO LA LUNE,1.629477,similar
J9UEVE,YVNNIS,0.671905,similar
J9UEVE,LUIDJI,1.0195859999999999,similar
J9UEVE,MAIRO,0.489498,similar
J9UEVE,INFINIT',0.451518,similar
J9UEVE,JUNGLE JACK,0.426314,similar
J9UEVE,SQUIDJI,0.462551,similar
J9UEVE,YG PABLO,0.640906,similar
FRESH LADOUILLE,BRULUX,0.661927,similar
FRESH LADOUILLE,NAHIR,1.612109,similar
FRESH LADOUILLE,MOHA LA SQUALE,1.1789239999999999,similar
FRESH LADOUILLE,KOFS,1.139389,similar
FRESH LADOUILLE,BOUSS,0.446341,similar
FRESH LADOUILLE,MISTER YOU,0.42095,similar
FRESH LADOUILLE,JKSN,0.671677,similar
FRESH LADOUILLE,NIAKS,0.917835,similar
FRESH LADOUILLE,ZKR,0.623765,similar
DIDDI TRIX,DAU,0.521906,similar
OBOY,AMK,0.80959,similar
OBOY,ASHH,0.756794,similar
OBOY,BOLEMVN,1.1572550000000001,similar
OBOY,BOUSS,1.042068,similar
OBOY,DJANGO,0.542924,similar
OBOY,DOUMS,0.9526680000000001,similar
OBOY,FAVE,1.560195,similar
OBOY,GIANNI,0.78775,similar
OBOY,H.E.M,0.507366,similar
OBOY,JOK'AIR,1.529709,similar
OBOY,JOE DWET FILE,1.0,similar
OBOY,JYEUHAIR,0.420342,similar
OBOY,KAZA,1.520877,similar
OBOY,LIVAI,0.452319,similar
OBOY,LUIDJI,0.40604,similar
OBOY,MADEINPARIS,1.194506,similar
OBOY,MMZ,0.421342,similar
OBOY,S-CREW,0.549222,similar
OBOY,ROUNHAA,0.499596,similar
OBOY,PONKO,0.622571,similar
OBOY,SQUIDJI,0.707795,similar
OBOY,TSEW THE KID,0.614429,similar
OBOY,VEN1,0.67986,similar
OBOY,YG PABLO,0.901373,similar
OBOY,ZEG P,0.721938,similar
BU$HI,DTF,0.430313,similar
BU$HI,GHOST KILLER TRACK,0.716359,similar
BU$HI,KRISY,0.585063,similar
BU$HI,LUV RESVAL,0.953601,similar
BU$HI,MADEINPARIS,0.435027,similar
BU$HI,NEPAL,1.329765,similar
BU$HI,PNL,0.479276,similar
BU$HI,PRIME,0.514556,similar
BU$HI,SO LA LUNE,0.794426,similar
BU$HI,VALD,0.632889,similar
BU$HI,YOURI,0.711002,similar
THEODORA,AYA NAKAMURA,1.6112039999999999,similar
THEODORA,DENDEN,0.803187,similar
THEODORA,DJ KAWEST,0.434179,similar
THEODORA,GP EXPLORER,0.913588,similar
THEODORA,LOGOBI GT,0.423805,similar
THEODORA,DISIZ,0.705385,similar
THEODORA,TRIANGLE DES BERMUDES,1.089701,similar
THEODORA,VALD,0.486007,similar
THEODORA,YVNNIS,0.440141,similar
THEODORA,TKS 2G,0.40615,similar
VITAA,CHILLA,0.465637,similar
VITAA,CORNEILLE,1.0,similar
VITAA,HATIK,0.743175,similar
VITAA,IMEN ES,1.0,similar
VITAA,KEEN'V,1.092264,similar
VITAA,KENDJI GIRAC,1.827026,similar
VITAA,M POKORA,1.0,similar
VITAA,M. POKORA,1.7387329999999999,similar
VITAA,MATT,0.774888,similar
VITAA,MC MENOR JP,0.444317,similar
VITAA,NASSI,1.0,similar
VITAA,NEJ,0.507057,similar
VITAA,PIERRE GARNIER,1.32822,similar
VITAA,RIDSA,1.4478499999999999,similar
VITAA,TAL,0.62246,similar
VITAA,VIANNEY,1.35384,similar
VITAA,DIAM'S,0.495678,similar
VITAA,ZAHO,1.443952,similar
VITAA,BLACK M,0.430641,similar
VITAA,SEXION D'ASSAUT,0.423082,similar
LORENZO,H.E.M,0.803677,similar
LORENZO,HAYCE LEMSI,0.419715,similar
LORENZO,HUGO TSR,0.9152910000000001,similar
LORENZO,VALD,2.0,similar
LORENZO,MISTER V,1.8036020000000001,similar
LORENZO,DAMSO,0.558773,similar
LORENZO,LUV RESVAL,0.403658,similar
LORENZO,LUJIPEKA,0.789794,similar
LORENZO,NUSKY,0.445944,similar
LORENZO,RILES,0.526532,similar
LORENZO,YOURI,0.583813,similar
GEORGIO,A2H,1.3407019999999998,similar
GEORGIO,BEKAR,1.0,similar
GEORGIO,CHILLA,0.705054,similar
GEORGIO,DISIZ,1.887547,similar
GEORGIO,S-CREW,0.83095,similar
GEORGIO,LUJIPEKA,1.826326,similar
GEORGIO,VALD,1.414978,similar
GEORGIO,NEPAL,0.666676,similar
GEORGIO,ISHA,0.604432,similar
GEORGIO,TSEW THE KID,1.423119,similar
GEORGIO,LUV RESVAL,0.554791,similar
GEORGIO,WALLACE CLEAVER,0.550375,similar
GEORGIO,DAMSO,0.544895,similar
GEORGIO,DOUMS,0.540587,similar
GEORGIO,RILES,1.289183,similar
GEORGIO,GUIZMO,0.517946,similar
GEORGIO,HUGO TSR,0.417556,similar
GEORGIO,JYEUHAIR,0.522389,similar
GEORGIO,LIVAI,0.656591,similar
GEORGIO,LORD ESPERANZA,0.944333,similar
GEORGIO,NUSKY,0.544899,similar
GEORGIO,PRIME,0.516701,similar
GEORGIO,SQUIDJI,0.455527,similar
TSEW THE KID,ASHH,0.690263,similar
TSEW THE KID,BEKAR,1.195675,similar
