artist_snep,lastfm_name,mbid,listeners,playcount,tags,lastfm_url
LUIS FONSI,Luis Fonsi,d68fda90-ab8d-4799-be56-317ba4ae700f,1396778.0,15965867.0,latin|pop|latin pop|spanish|Romantica,https://www.last.fm/music/Luis+Fonsi
LUIS GUISAO,Luis Guisao,50235894-60b5-4019-9162-73310e396c90,289.0,1371.0,,https://www.last.fm/music/Luis+Guisao
LUIS MARIANO,Luis Mariano,0680f2d8-2c3d-43e6-92c6-5f2666362720,31419.0,160627.0,french|chanson francaise|chanson|All|chill906,https://www.last.fm/music/Luis+Mariano
LUJAVO,Lujavo,be15cafb-ea8e-4bee-a266-6e9c761d6f5b,15763.0,70653.0,mexico,https://www.last.fm/music/Lujavo
LUJIPEKA,Lujipeka,9389423b-8325-49d0-a273-952a561bf5ec,35256.0,1630183.0,artistes|french,https://www.last.fm/music/Lujipeka
LUKAS GRAHAM,Lukas Graham,69cfe463-3075-44d8-b118-02381e4a9ed9,1201940.0,16563556.0,pop|soul|danish|retro pop|denmark,https://www.last.fm/music/Lukas+Graham
LUKE,Luke,4512772f-b72b-4275-98cf-e1d242d75502,145015.0,1411428.0,french|rock|rock francais|French rock|chanson francaise,https://www.last.fm/music/Luke
LULU,Lulu,002e9f6e-13af-4347-83c5-f5ace70e0ec4,282218.0,1761152.0,60s|pop|female vocalists|british|british invasion,https://www.last.fm/music/Lulu
LUM!X,LUM!X,dd9e0762-adb1-41de-ad5d-5890832847d1,232096.0,3011108.0,austrian|dance|eurovision 2022|Eurovision|Austria,https://www.last.fm/music/LUM%21X
LUNATIC,Lunatic,c4dc0648-cf89-4e38-81de-28ab8a2a41b9,63416.0,1294658.0,french rap|Hip-Hop|rap francais|rap|french hip-hop,https://www.last.fm/music/Lunatic
LUNIS,Luniz,a8863d65-6f1e-43b0-b480-7dd85fd8339e,770743.0,4978814.0,Hip-Hop|rap|Gangsta Rap|hip hop|Bay Area,https://www.last.fm/music/Luniz
LUNIZ,Luniz,a8863d65-6f1e-43b0-b480-7dd85fd8339e,770743.0,4978814.0,Hip-Hop|rap|Gangsta Rap|hip hop|Bay Area,https://www.last.fm/music/Luniz
LUTHER,Luther,183df03c-0cd7-4c86-b586-9759ea37ad27,82616.0,6317331.0,punk rock|pop punk|orgcore|punk|melodic punk,https://www.last.fm/music/Luther
LUV RESVAL,Luv Resval,324bc359-f062-46d9-a31a-9530b0483fe7,48023.0,5278878.0,french|rap|Hip-Hop|hip hop|underground hip hop,https://www.last.fm/music/Luv+Resval
LUZ CASAL,Luz Casal,d9502075-0f5c-4514-b443-de0890340001,129283.0,1251922.0,female vocalists|spanish|pop|spanish pop|rock,https://www.last.fm/music/Luz+Casal
LYLAH,Lylah,ad878490-3dae-489a-9bdc-0e011d3c35f0,3957.0,28248.0,rnb|soul|zouk|france|french,https://www.last.fm/music/Lylah
LYNA MAHYEM,Lyna Mahyem,7b23be52-3ddb-47ee-a6bf-b2ad8542920b,18214.0,220169.0,french|rap,https://www.last.fm/music/Lyna+Mahyem
LYNDA,Lynda,0bf548ff-61b2-41de-90ca-93e5bc509d8b,50142.0,628280.0,pop|female vocalists|latin pop|mexican|spanish,https://www.last.fm/music/Lynda
LYNDA LEMAY,Lynda Lemay,eb4a0136-d577-4c62-acd3-33e933a91f8d,34751.0,475898.0,french|chanson francaise|Canadian|female vocalists|francophone,https://www.last.fm/music/Lynda+Lemay
LYNNSHA,Lynnsha,6be43b8b-b9e9-4063-9f2f-8762d7de0028,9138.0,65440.0,rnb|french|Hip-Hop|female vocalists|zouk,https://www.last.fm/music/Lynnsha
Lauryn Hill,Lauryn Hill,e8414012-4a1c-4ad4-be5e-fc55294e28cc,1110764.0,17890950.0,soul|Hip-Hop|rnb|female vocalists|hip hop,https://www.last.fm/music/Lauryn+Hill
Luciano Pavarotti Placido Domingo Jos,,,,,,
L’ALLEMAND,,,,,,
M,M,4a9ee375-8d75-41f5-b315-a94293a2a07d,416224.0,4673975.0,french|pop|rock|80s|new wave,https://www.last.fm/music/M
M N 8,M N 8,,2.0,5.0,,https://www.last.fm/music/M+N+8
M POKORA,M. Pokora,7cf0d208-4232-4a56-a83b-3f28b2dd88cd,125199.0,2650036.0,rnb|pop|french|male vocalists|Hip-Hop,https://www.last.fm/music/M.+Pokora
M. Carey,Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,5090737.0,255507497.0,pop|rnb|female vocalists|soul|Mariah Carey,https://www.last.fm/music/Mariah+Carey
M. POKORA,M. Pokora,7cf0d208-4232-4a56-a83b-3f28b2dd88cd,125199.0,2650036.0,rnb|pop|french|male vocalists|Hip-Hop,https://www.last.fm/music/M.+Pokora
M.C. SOLAAR,MC Solaar,bbbd2644-b4cb-4bb5-a442-315310f68a0b,252281.0,5094893.0,Hip-Hop|french|rap|french hip-hop|hip hop,https://www.last.fm/music/MC+Solaar
M83,M83,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,3551018.0,140955084.0,electronic|shoegaze|post-rock|indie|electronica,https://www.last.fm/music/M83
MA,Ma,d32a6716-790a-4202-96e1-f19db27a7010,7359.0,43914.0,hiphop|german hiphop|rap|hip hop|german hip-hop,https://www.last.fm/music/Ma
MABEL,Mabel,f6a9828c-7b52-41a1-b38a-426c28603555,740120.0,14165814.0,pop|rnb|dance|british|female vocalists,https://www.last.fm/music/Mabel
MAC MILLER,Mac Miller,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,3559695.0,437937768.0,Hip-Hop|rap|underground hip-hop|hip hop|pittsburgh,https://www.last.fm/music/Mac+Miller
MACKLEMORE,Macklemore,b6d7ec94-830c-44dd-b699-ce66556b7e55,1562523.0,21437651.0,Hip-Hop|rap|underground rap|hip hop|seattle,https://www.last.fm/music/Macklemore
MACY GRAY,Macy Gray,48772747-4cda-4ba8-b470-cfd5a32e05f7,1163014.0,12028641.0,soul|female vocalists|rnb|funk|pop,https://www.last.fm/music/Macy+Gray
MAD HOUSE,Mad House,aa23614a-58af-4b95-a536-313054cba1d5,10644.0,48008.0,House|dub|Gangsta Rap|dance,https://www.last.fm/music/Mad+House
MADAME MONSIEUR,Madame Monsieur,74c60035-4869-4a93-8eec-9ed3ba6d2b27,43318.0,684493.0,france|pop|eurovision 2018|french|Eurovision Song Contest,https://www.last.fm/music/Madame+Monsieur
MADCON,Madcon,2da9b8e3-e2de-4599-aa30-bf47e35e3fc0,1200409.0,12733144.0,Hip-Hop|rnb|rap|hip hop|norwegian,https://www.last.fm/music/Madcon
MADEINPARIS,Madeinparis,,38419.0,1362990.0,french rap|rap,https://www.last.fm/music/Madeinparis
MADELEINE PEYROUX,Madeleine Peyroux,7f260b9c-bea7-469b-9ba8-0daec7d2c85c,1003490.0,15777256.0,jazz|female vocalists|blues|vocal jazz|singer-songwriter,https://www.last.fm/music/Madeleine+Peyroux
MADEMOISELLE K,Mademoiselle K,3bc1d04c-7e12-4112-8a95-f302aca54648,42446.0,827590.0,french|rock|female vocalists|indie rock|French rock,https://www.last.fm/music/Mademoiselle+K
MADISON BEER,Madison Beer,749ef494-8518-4b49-b685-63d8e728d25c,1698168.0,112819850.0,pop|female vocalists|rnb|indie|my top songs,https://www.last.fm/music/Madison+Beer
MADONNA,Madonna,79239441-bfd5-4981-a70c-55c3f15c1287,5680691.0,369246076.0,pop|dance|female vocalists|80s|electronic,https://www.last.fm/music/Madonna
MAEJOR,Maejor,5e7ac01f-0a87-4df6-abf3-31a6acb33633,478470.0,4977356.0,rnb|american|detroit|United States|my top songs,https://www.last.fm/music/Maejor
MAES,Maes,74def643-c770-470d-a0b5-21c0fa60069e,111711.0,6809464.0,dubstep|french|rap|Hip-Hop|french rap,https://www.last.fm/music/Maes
MAFIA K'1 FRY,Mafia K'1 Fry,,26497.0,292508.0,Hip-Hop|rap francais|french rap|rap|french,https://www.last.fm/music/Mafia+K%271+Fry
MAFIA TRECE,Mafia Trece,b57b3790-e589-4308-ade4-bb85c9fb10c3,5489.0,37066.0,french rap|rap francais|Hip-Hop|rap|underground rap,https://www.last.fm/music/Mafia+Trece
MAGGIE LINDEMANN,Maggie Lindemann,8facd4ef-bd7e-4ad1-b0bd-42e59017ce0f,800356.0,29002356.0,pop|pop punk|pop rock|alternative rock|female vocalists,https://www.last.fm/music/Maggie+Lindemann
MAGIC SYSTEM,Magic System,1d919a5e-1515-4e5f-b327-415398083098,235232.0,2039776.0,african|french|Ivory Coast|soukous|africain-francais,https://www.last.fm/music/Magic+System
MAGIC SYSTEME,Magic System,1d919a5e-1515-4e5f-b327-415398083098,235232.0,2039776.0,african|french|Ivory Coast|soukous|africain-francais,https://www.last.fm/music/Magic+System
MAGIC!,MAGIC!,53fa616a-e2b4-4982-bef8-6362b44054f0,1571160.0,13951771.0,reggae|pop|Canadian|soul|rock,https://www.last.fm/music/MAGIC%21
MAHMOOD,Mahmood,ecd032cc-19c8-4a05-902c-e539d3bc75fd,250300.0,10567240.0,pop|italian|rnb|Eurovision|Italy,https://www.last.fm/music/Mahmood
MAITRE GIMS,Maitre Gims,,52541.0,691470.0,Hip-Hop|rap|french hip-hop|hip hop|rap francais,https://www.last.fm/music/Maitre+Gims
MAJOR LAZER,Major Lazer,75be165a-ad83-4d12-bd28-f589a15c479f,3021896.0,70329407.0,electronic|dancehall|reggae|dub|electro,https://www.last.fm/music/Major+Lazer
MALACHIII,Malachiii,8b3d2794-4ba4-4e96-9294-c863379b02ae,17939.0,89528.0,,https://www.last.fm/music/Malachiii
MALUMA,Maluma,e8979f75-9110-4df8-ac70-898898d080d1,1021546.0,32396016.0,Reggaeton|latin|Colombia|pop|sexy,https://www.last.fm/music/Maluma
MANAU,Manau,b4f41f07-4927-4787-b688-4f1b170e09e6,120883.0,1553714.0,french|celtic|Hip-Hop|rap|hip hop,https://www.last.fm/music/Manau
MANESKIN,Maneskin,,5944.0,98100.0,italian|Italy|sanremo|italia|Måneskin,https://www.last.fm/music/Maneskin
MANO NEGRA,Mano Negra,e024a3ca-c78e-459a-9a98-8029f49b5a5f,437962.0,7329207.0,ska|alternative|latin|rock|french,https://www.last.fm/music/Mano+Negra
MANO SOLO,Mano Solo,5febe272-7691-4ea8-a3cf-c6c7f98d9bf1,57297.0,1147821.0,french|chanson francaise|singer-songwriter|chanson|francais,https://www.last.fm/music/Mano+Solo
MANU CHAO,Manu Chao,7570a0dd-5a67-401b-b19a-261eee01a284,2035959.0,61932427.0,reggae|latin|ska|world|alternative,https://www.last.fm/music/Manu+Chao
MANUEL TURIZO,Manuel Turizo,30a57b7b-47c9-4234-86fd-9b8ff660e7cb,521627.0,9839755.0,Reggaeton|latin|pop|latin pop|bachata,https://www.last.fm/music/Manuel+Turizo
MARC ANTOINE,Marc Antoine,e974b781-bfb9-43df-b1b6-565baf9768b0,121584.0,1139634.0,Smooth Jazz|jazz|MJ-smooth jazz|guitar|jazz guitar,https://www.last.fm/music/Marc+Antoine
MARC LAVOINE,Marc Lavoine,6a8dba8c-b52f-405a-8737-eca91d4d82fa,136377.0,1376326.0,french|chanson francaise|pop|french pop|chanson,https://www.last.fm/music/Marc+Lavoine
MAREUX,Mareux,09095919-c549-4f33-9555-70df9dd941e1,1153723.0,24710346.0,darkwave|synthpop|coldwave|electronic|chillwave,https://www.last.fm/music/Mareux
MARIA CALAS,Maria Callas,9dee40b2-25ad-404c-9c9a-139feffd4b57,230087.0,2846565.0,opera|Classical|soprano|female vocalists|diva,https://www.last.fm/music/Maria+Callas
MARIA CALLAS,Maria Callas,9dee40b2-25ad-404c-9c9a-139feffd4b57,230087.0,2846565.0,opera|Classical|soprano|female vocalists|diva,https://www.last.fm/music/Maria+Callas
MARIAH ANGELIQ,Mariah Angeliq,9aab3aaf-d99c-4a4c-8dca-e4bf2e8c0404,90656.0,922156.0,pop|latin|female vocalist|USA|bimbo,https://www.last.fm/music/Mariah+Angeliq
MARIAH CAREY,Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,5090737.0,255507497.0,pop|rnb|female vocalists|soul|Mariah Carey,https://www.last.fm/music/Mariah+Carey
MARIAN HILL,Marian Hill,2ef562e1-17af-495c-9e35-82a329fcf733,475331.0,5574449.0,electronic|pop|jazz|chillout|female vocalists,https://www.last.fm/music/Marian+Hill
MARIANA FROES,Mariana Froes,5247d6d2-5842-4462-91ca-02c26c058832,172913.0,1886370.0,brazilian|acoustic|brazil|mpb|cover,https://www.last.fm/music/Mariana+Froes
MARIE PAULE BELLE,Marie-Paule Belle,b03f5c96-5f53-4ea7-b6ef-903078e76b65,4902.0,36329.0,french|chanson|Chanson Française|female vocalist|artistes,https://www.last.fm/music/Marie-Paule+Belle
MARILOU,Marilou,584f97da-554d-46c4-bba6-d77cb15282ed,5758.0,63964.0,pop|Canadian|quebec|french|ailenrocfrancophone,https://www.last.fm/music/Marilou
MARILYN MANSON,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,3172266.0,197353664.0,industrial|industrial metal|metal|rock|alternative,https://www.last.fm/music/Marilyn+Manson
MARINA KAYE,Marina Kaye,18221211-c3bc-4271-b33e-8acccf861a17,51973.0,774096.0,pop|french|female vocalists|france|United Kingdom,https://www.last.fm/music/Marina+Kaye
MARINE,Marine,932a6561-38ec-4940-bec3-cb1d6daed544,18272.0,303196.0,post-punk|funk|new wave|Belgium|French variety,https://www.last.fm/music/Marine
MARIO,Mario,f236134b-7ebb-4ba8-b155-1791193d05ec,1813139.0,16988262.0,rnb|soul|Hip-Hop|pop|Mario,https://www.last.fm/music/Mario
MARK AMBOR,Mark Ambor,483e1216-3eb3-4996-a45d-55f6169689a0,600890.0,5931364.0,indie|folk|singer-songwriter|alternative|pop,https://www.last.fm/music/Mark+Ambor
MARK KNOPFLER,Mark Knopfler,e49f69da-17d5-4c5c-bac0-dadcb0e588f5,836671.0,24697137.0,rock|classic rock|singer-songwriter|blues|guitar,https://www.last.fm/music/Mark+Knopfler
MARK MORRISSON,Mark Morrisson,a0a59b62-d0c8-4c3e-a8bb-c4e587ed9f17,1790.0,9209.0,House,https://www.last.fm/music/Mark+Morrisson
MARK RONSON,Mark Ronson,c3c82bdc-d9e7-4836-9746-c24ead47ca19,3128617.0,51372625.0,funk|british|pop|Hip-Hop|dj,https://www.last.fm/music/Mark+Ronson
MARK SNOW,Mark Snow,a1d3685a-c61d-49aa-a294-bcfc25e516b5,92274.0,1540419.0,Soundtrack|ambient|instrumental|electronic|x-files,https://www.last.fm/music/Mark+Snow
MARLENE DUVAL,Marlene Duval,,97.0,255.0,,https://www.last.fm/music/Marlene+Duval
MARNIK,Marnik,c97f8f42-1923-4877-aba5-cd6383b0d053,255848.0,2222878.0,electronic|italian|EDM|House|zara larsson,https://www.last.fm/music/Marnik
MAROON 5,Maroon 5,0ab49580-c84f-44d4-875f-d83760ea2cfe,6679387.0,290853145.0,pop rock|rock|pop|alternative|alternative rock,https://www.last.fm/music/Maroon+5
MARSHMELLO,Marshmello,301b45a4-b8b9-410e-8344-4b4eaf96691a,2604223.0,69367736.0,dance|electronic|EDM|trap|pop,https://www.last.fm/music/Marshmello
MARTIN,Martin,55a52675-6aed-4e1f-9c50-03d7b632c21b,58832.0,620923.0,pop punk|swedish|punk rock|progressive trance|spraynard,https://www.last.fm/music/Martin
MARTIN GARRIX,Martin Garrix,3e1f2ee4-16be-4406-bf18-6173840cf2b1,2104468.0,52323657.0,House|electronic|dance|electropop|pop,https://www.last.fm/music/Martin+Garrix
MARTIN JENSEN,Martin Jensen,7ecd398b-3278-4a7c-8ed9-7c3e786d9a02,493221.0,5268484.0,House|dance|tropical house|danish|All,https://www.last.fm/music/Martin+Jensen
MARTIN SOLVEIG,Martin Solveig,06db73fd-57e2-4a6f-bcd3-699fb7bb7af4,1437255.0,15149422.0,House|electronic|dance|french|club,https://www.last.fm/music/Martin+Solveig
MARVIN GAYE,Marvin Gaye,afdb7919-059d-43c1-b668-ba1d265e7e42,3809566.0,93101927.0,soul|funk|motown|rhythm and blues|rnb,https://www.last.fm/music/Marvin+Gaye
MARWA LOUD,Marwa Loud,2d3241e8-ef2e-4fa4-840c-2d362dcd151c,145980.0,1558686.0,rnb|Hip-Hop|french pop|france|chicha,https://www.last.fm/music/Marwa+Loud
MARY J BLIGE,Mary J. Blige,db76c5ca-d555-4f09-b1db-baa1b713d875,2447263.0,35883055.0,rnb|soul|female vocalists|Hip-Hop|urban,https://www.last.fm/music/Mary+J.+Blige
MARYLIN MANSON,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,3172266.0,197353664.0,industrial|industrial metal|metal|rock|alternative,https://www.last.fm/music/Marilyn+Manson
MASEGO,Masego,bca63b5d-a28c-4937-a8f4-e3f2d95426e1,1085266.0,21397488.0,jazz|rnb|soul|electronic|jamaica,https://www.last.fm/music/Masego
MASS HYSTERIA,Mass Hysteria,38a35139-7ef9-44e1-a565-e1018b4a7635,47219.0,1099077.0,Nu Metal|metal|frenchcore|french|industrial metal,https://www.last.fm/music/Mass+Hysteria
MASSIVE ATTACK,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,3896501.0,189517914.0,trip-hop|electronic|chillout|downtempo|electronica,https://www.last.fm/music/Massive+Attack
MASTER KG,Master KG,b2a3cd7c-19dd-419e-b2e8-c1e2f8b3dff4,150075.0,1052671.0,House|dance|south africa|electronic|african,https://www.last.fm/music/Master+KG
MATMATAH,Matmatah,276a554b-5be6-43b3-b05d-d1e6c3dadb64,97672.0,1631531.0,rock|french|rock francais|chanson francaise|breton,https://www.last.fm/music/Matmatah
MATT,Matt,9e0c6b68-e9d6-4c49-b354-fc4ccae46453,33284.0,230424.0,french|prank|rnb|chiptunes|covers billy jean,https://www.last.fm/music/Matt
MATT BIANCO,Matt Bianco,781435a6-5c6c-4a21-871f-facdb9e60a44,141394.0,1423779.0,jazz|Smooth Jazz|latin jazz|80s|pop,https://www.last.fm/music/Matt+Bianco
MATT SIMONS,Matt Simons,e14eb176-68e9-434e-9a55-da2718c454d8,419574.0,3998810.0,pop|indie|singer-songwriter|rock|All,https://www.last.fm/music/Matt+Simons
MATT SIMONS /,,,,,,
MATTHIEU GONET,Matthieu Gonet,ece5d097-0881-473d-8473-c40f60035eb3,1309.0,5776.0,,https://www.last.fm/music/Matthieu+Gonet
MAURANE,Maurane,f08c24b5-3374-42b2-a255-f27345cbd002,36436.0,320053.0,chanson francaise|french|pop|female vocalists|belgian,https://www.last.fm/music/Maurane
MAUREEN,Maureen,662efefb-be7e-496e-afb7-3358368816c6,27911.0,282080.0,dancehall|female vocalists|shatta|Martinique|rnb,https://www.last.fm/music/Maureen
MAXIME LE FORESTIER,Maxime Le Forestier,2927facc-d327-4bd4-a7d6-4a4363ddd904,105068.0,1052023.0,chanson francaise|french|folk|singer-songwriter|70s,https://www.last.fm/music/Maxime+Le+Forestier
MAXIME LEFORESTIER,Maxime Le Forestier,2927facc-d327-4bd4-a7d6-4a4363ddd904,105068.0,1052023.0,chanson francaise|french|folk|singer-songwriter|70s,https://www.last.fm/music/Maxime+Le+Forestier
MAËLLE,Maëlle,53e4eef6-7959-4d5f-896e-8c005326a91e,36936.0,492009.0,french|pop|french pop|female vocalists|the voice,https://www.last.fm/music/Ma%C3%ABlle
MAÎTRE GIMS,Maître Gims,,141084.0,2834033.0,french|rap|france|soul|pop,https://www.last.fm/music/Ma%C3%AEtre+Gims
MC FIOTI,Mc Fioti,,455080.0,2875951.0,Funk Carioca|funk|brazil|pop|brazilian,https://www.last.fm/music/Mc+Fioti
MC MENOR JP,MC Menor JP,,58739.0,448570.0,brazil,https://www.last.fm/music/MC+Menor+JP
MC PEDRINHO,Mc Pedrinho,,280471.0,3165446.0,funk|brazil|mc|brazilian|acredita em deus,https://www.last.fm/music/Mc+Pedrinho
MC SOLAAR,MC Solaar,bbbd2644-b4cb-4bb5-a442-315310f68a0b,252281.0,5094893.0,Hip-Hop|french|rap|french hip-hop|hip hop,https://www.last.fm/music/MC+Solaar
MECANO,Mecano,3be5dee4-5fa6-45a5-97c2-98914580bafa,542400.0,11402525.0,pop|spanish|80s|female vocalists|spanish pop,https://www.last.fm/music/Mecano
MEDUZA,Meduza,64614ee1-9add-4f2f-b970-5205b09ae218,1001870.0,17701585.0,Power metal|House|electronic|swedish|neo-classical metal,https://www.last.fm/music/Meduza
MEEK MILL,Meek Mill,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,1793784.0,48502740.0,Hip-Hop|rap|hip hop|Philly|trap,https://www.last.fm/music/Meek+Mill
MEENAKSHI MUKESH,Meenakshi Mukesh,,87.0,186.0,,https://www.last.fm/music/Meenakshi+Mukesh
MEGAN THEE STALLION,Megan Thee Stallion,ee27b2d8-648c-4a9d-a68c-e55066959975,2370289.0,187602764.0,rap|Hip-Hop|trap|hip hop|american,https://www.last.fm/music/Megan+Thee+Stallion
MEGHAN TRAINOR,Meghan Trainor,b2029169-2574-4305-820f-252a5fde3697,2150121.0,45197040.0,pop|female vocalists|soul|american|jazz,https://www.last.fm/music/Meghan+Trainor
MEJA,Meja,b1d43b78-a782-45ff-8e04-b68b68d85c4f,113510.0,886631.0,pop|swedish|female vocalists|90s|rock,https://www.last.fm/music/Meja
MEKRA,Mekra,0008442e-fb0c-4e06-88df-40b6339beea4,80.0,257.0,,https://www.last.fm/music/Mekra
MELGROOVE,Melgroove,7c6e4b21-38a1-47ae-8ea1-41c88130adda,1545.0,8334.0,soul|french|rnb|lounge|nu jazz,https://www.last.fm/music/Melgroove
MELIMELO,melimelo,,16.0,117.0,doujin ongaku,https://www.last.fm/music/melimelo
MELISSA M,Melissa M,,9394.0,57630.0,rnb|french|r&b|pop|female vocalists,https://www.last.fm/music/Melissa+M
MELODY GARDOT,Melody Gardot,c47267ed-7482-40bb-a4ea-e1399cc8ce04,807032.0,15581261.0,jazz|female vocalists|vocal jazz|blues|chillout,https://www.last.fm/music/Melody+Gardot
MENACE SANTANA,menace Santana,0a8d3e94-ff62-446e-86f5-19d2a5f5dfb1,55259.0,5172192.0,drill|french|rap|hip hop|Horrorcore,https://www.last.fm/music/menace+Santana
MENELIK,Menelik,,8278.0,41754.0,Hip-Hop|french|hip hop|french hip-hop|old school rap,https://www.last.fm/music/Menelik
MENTISSA,Mentissa,0b729d33-8a27-4914-b1f9-27b5f0f80d4f,39000.0,460574.0,belgian|pop|female vocalists|Belgium|preselection,https://www.last.fm/music/Mentissa
MERRYN JEANN,Merryn Jeann,4d23b447-a35a-4e7e-a0d8-04d3f875b07e,6186.0,22232.0,singer-songwriter|female vocalists|soul|folk|acoustic,https://www.last.fm/music/Merryn+Jeann
MERYL,Meryl,5073c6cf-1f12-4a4d-8c3d-4318da38df63,40050.0,762499.0,rap|dancehall|Martinique|france,https://www.last.fm/music/Meryl
METALLICA,Metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,5205644.0,538161744.0,metallica|heavy metal|metal|hard rock|rock,https://www.last.fm/music/Metallica
METRO BOOMIN,Metro Boomin,59db3d82-86ea-451f-881f-dffc8ec387c9,2508898.0,247813917.0,trap|rap|Hip-Hop|hip hop|Southern Hip Hop,https://www.last.fm/music/Metro+Boomin
MGMT,MGMT,c485632c-b784-4ee9-8ea1-c5fb365681fc,5295975.0,220969191.0,electronic|indie|psychedelic|alternative|indie pop,https://www.last.fm/music/MGMT
MHD,MHD,923b5d99-4020-40d8-9db5-1390986bb4cf,159702.0,3516953.0,french|afro trap|Hip-Hop|dancehall|trap,https://www.last.fm/music/MHD
MICHAEL BOLTON,Michael Bolton,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,759996.0,7231623.0,pop|soft rock|soul|male vocalists|rock,https://www.last.fm/music/Michael+Bolton
MICHAEL BUBLE,Michael Bublé,611700cf-27f0-4dc9-ae80-c513a767853e,3563241.0,90203016.0,jazz|swing|pop|easy listening|Canadian,https://www.last.fm/music/Michael+Bubl%C3%A9
MICHAEL JACKSON,Michael Jackson,f27ec8db-af05-4f36-916e-3d57f91ecf5e,6938550.0,373375792.0,pop|80s|dance|soul|funk,https://www.last.fm/music/Michael+Jackson
MICHAEL NYMAN,Michael Nyman,c3161cf7-cab1-4409-9b1f-876561dd7716,780530.0,12579721.0,piano|Soundtrack|minimalism|contemporary classical|Classical,https://www.last.fm/music/Michael+Nyman
MICHEL BERGER,Michel Berger,3c3f2d7e-95aa-4e3f-b431-0d9c3fb572cb,85176.0,1285134.0,french|chanson francaise|Chanson Française|singer-songwriter|pop,https://www.last.fm/music/Michel+Berger
MICHEL DELPECH,Michel Delpech,4668e0cf-80c3-4e9e-a937-e3c5f1e9efb4,109177.0,911450.0,chanson francaise|french|pop|chanson|michel delpech,https://www.last.fm/music/Michel+Delpech
MICHEL FUGAIN,Michel Fugain,622a275f-659f-4dc6-9964-0d33c34a786e,94167.0,673811.0,chanson francaise|french|chanson|folk|singer-songwriter,https://www.last.fm/music/Michel+Fugain
MICHEL JONASZ,Michel Jonasz,7fafc950-653e-468f-9bce-9ddefe913ec6,49980.0,528204.0,chanson francaise|auteur-compositeur-interprete|michel jonasz|MJonasz|Chanson Française,https://www.last.fm/music/Michel+Jonasz
MICHEL LEEB,Michel Leeb,88eac232-a5d7-442f-b5ef-683d28ec44f2,363.0,1933.0,,https://www.last.fm/music/Michel+Leeb
MICHEL MULLER,Michel Muller,02ef2ed3-53de-4723-b994-e51fce4f5481,23.0,747.0,,https://www.last.fm/music/Michel+Muller
MICHEL PLASSON,Michel Plasson,b3168445-9c90-409b-9112-12a0fdd2e5df,26178.0,183198.0,Classical|conductor|clasicram|classic|country rock,https://www.last.fm/music/Michel+Plasson
MICHEL POLNAREFF,Michel Polnareff,90330a83-5547-491e-b83c-d10858e6073f,210147.0,2323965.0,french|chanson francaise|pop|singer-songwriter|60s,https://www.last.fm/music/Michel+Polnareff
MICHEL SARDOU,Michel Sardou,dee1a19a-1145-4a47-b009-4bef3c1f445d,147529.0,1886182.0,chanson francaise|french|pop|Chanson Française|michel sardou,https://www.last.fm/music/Michel+Sardou
MICHELE BERNIER,Michele Bernier,,2.0,2.0,,https://www.last.fm/music/Michele+Bernier
MICK EST TOUT SEUL,Mick Est Tout Seul,,10120.0,93370.0,french|rock|chanson francaise|rock francais|Français,https://www.last.fm/music/Mick+Est+Tout+Seul
MICKAEL MIRO,Mickael Miro,,21094.0,165655.0,french|pop|chanson francaise|male vocalists|Chanson Française,https://www.last.fm/music/Mickael+Miro
MICKAEL THE TURTLE,Mickael The Turtle,,1394.0,5544.0,,https://www.last.fm/music/Mickael+The+Turtle
MICKEY 3 D,Mickey 3D,bac316b8-e971-403d-a5e4-f81fa6a4efbb,133414.0,1925570.0,french|rock|rock francais|chanson francaise|indie,https://www.last.fm/music/Mickey+3D
MICKEY 3D,Mickey 3D,bac316b8-e971-403d-a5e4-f81fa6a4efbb,133414.0,1925570.0,french|rock|rock francais|chanson francaise|indie,https://www.last.fm/music/Mickey+3D
MICKY GREEN,Micky Green,8c437ee8-8ddb-4254-a916-a0f0355fdd80,74053.0,789898.0,pop|female vocalists|indie|australian|indie pop,https://www.last.fm/music/Micky+Green
MIDNIGHT OIL,Midnight Oil,05072650-4b05-4e8b-83d0-dba2576e306a,762186.0,10609583.0,rock|australian|80s|alternative|alternative rock,https://www.last.fm/music/Midnight+Oil
MIG,Mig,946ba2ca-22ad-457f-82e9-01106ff82e6a,110400.0,2089933.0,trip-hop|disco polo|french|electronic|trip hop,https://www.last.fm/music/Mig
MIGENES/MAAZEL,,,,,,
MIGOS,Migos,0221734a-35a8-40f7-b5c5-2f61a200bc7c,1897634.0,73234955.0,Hip-Hop|trap|rap|trap rap|hip hop,https://www.last.fm/music/Migos
