artist_snep,lastfm_name,mbid,listeners,playcount,tags,lastfm_url
DOPEBWOY,Dopebwoy,769db4c7-1de8-4079-8a9f-1e7a069b4983,94755.0,2240771.0,,https://www.last.fm/music/Dopebwoy
DOSSEH,Dosseh,1d69ce47-7ec6-4fac-a82e-40e66dfd34f6,59141.0,1819682.0,All|ali|ma men dosseh|free palestine|french,https://www.last.fm/music/Dosseh
DOUM'S,Doum's,,59.0,221.0,,https://www.last.fm/music/Doum%27s
DOUMS,doums,,34628.0,974363.0,rap|hip hop|french rap|french|underground rap,https://www.last.fm/music/doums
DOVE CAMERON,Dove Cameron,831dcf03-b745-436b-922f-6a2baaf45e57,1298986.0,30803744.0,pop|Disney|female vocalists|american|my top songs,https://www.last.fm/music/Dove+Cameron
DR DRE,Dr. Dre,5f6ab597-f57a-40da-be9e-adad48708203,3986628.0,90724635.0,Hip-Hop|rap|Gangsta Rap|west coast|hip hop,https://www.last.fm/music/Dr.+Dre
DRAKE,Drake,9fff2f8a-21e6-47de-a2b8-7f449929d43f,6759065.0,1187426442.0,Hip-Hop|rap|rnb|hip hop|Canadian,https://www.last.fm/music/Drake
DREAM FILES,dream files,,5.0,114.0,,https://www.last.fm/music/dream+files
DRENCHILL,Drenchill,5587c901-2082-488f-9e60-9ad001d09c9a,139190.0,1323865.0,Portugal|portuguese|artistes,https://www.last.fm/music/Drenchill
DRIPREPORT,DripReport,dc7c92a6-ceb2-4b3c-823e-c3b554c22b22,228366.0,1470950.0,india|Indian|pakistani|pakistan|rap,https://www.last.fm/music/DripReport
DRY,Dry,8478a491-d9fc-478a-a443-ae3b153d4647,24167.0,281348.0,techno|brazilian funk|pop|latin|House,https://www.last.fm/music/Dry
DTF,DTF,3fa7f6fd-26e4-4f37-92ed-14fa522433e9,69785.0,3599103.0,hip hop|rap|tokusatsu|rap francais|groovecaffe,https://www.last.fm/music/DTF
DTG,dtg,,10961.0,109580.0,rock|indie rock|indie|swedish,https://www.last.fm/music/dtg
DUA LIPA,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,3303823.0,322064347.0,pop|synthpop|electropop|british|female vocalists,https://www.last.fm/music/Dua+Lipa
DUANE HARDEN,Duane Harden,da9a1566-c7d2-48b0-8bad-3a9589bb6a6d,5142.0,14646.0,germany,https://www.last.fm/music/Duane+Harden
DUB INC,Dub Incorporation,,141740.0,2487939.0,reggae|dub|french|dancehall|french reggae,https://www.last.fm/music/Dub+Incorporation
DUBDOGZ,dubdogz,,233971.0,2272974.0,EDM|brazilian|Brazilian bass|House|brazil,https://www.last.fm/music/dubdogz
DUBDOGZ AND BHASKAR,Dubdogz and Bhaskar,,15.0,22.0,,https://www.last.fm/music/Dubdogz+and+Bhaskar
DUNCAN LAURENCE,Duncan Laurence,20faff08-d3b7-45ca-a8aa-a85f6bb9eb78,701676.0,10033711.0,pop|Eurovision|dutch|soul|netherlands,https://www.last.fm/music/Duncan+Laurence
DYNORO,Dynoro,b3968fd2-df5c-42b6-a5e2-d9963322d5c7,592737.0,5974074.0,lithuanian|electronic|EDM|dance|piotr krasko w swojej mazurskiej posiadlosci,https://www.last.fm/music/Dynoro
DYO,Dyo,6d93b2f6-c88f-4194-b7f7-dbe572e27386,3102.0,17563.0,nigerian|nigeria|afrobeats,https://www.last.fm/music/Dyo
DYSTINCT,Dystinct,758fecdb-bcdf-4d2b-9903-78fbf7365bd7,125656.0,2611098.0,belgian|Belgium|world|Fusion|arabic,https://www.last.fm/music/Dystinct
Dala,Dala,6994a851-dbff-497b-bd95-5902f9d10d2d,31425.0,400209.0,folk|Canadian|female vocalists|indie|acoustic,https://www.last.fm/music/Dala
Dr DRE,Dr. Dre,5f6ab597-f57a-40da-be9e-adad48708203,3986628.0,90724635.0,Hip-Hop|rap|Gangsta Rap|west coast|hip hop,https://www.last.fm/music/Dr.+Dre
DÂM-FUNK,Dam-Funk,,44585.0,697934.0,funk|soul|electro|electronic|Stones throw,https://www.last.fm/music/Dam-Funk
E. TYPE,E. Type,,19.0,157.0,,https://www.last.fm/music/E.+Type
EAGLE EYE CHERRY,Eagle-Eye Cherry,,1101205.0,8659168.0,rock|pop|alternative|singer-songwriter|swedish,https://www.last.fm/music/Eagle-Eye+Cherry
EAGLES,Eagles,f46bd570-5768-462e-b84c-c7c993bbf47e,3861867.0,80969429.0,classic rock|rock|70s|soft rock|country,https://www.last.fm/music/Eagles
EARTH WIND,"Earth, Wind & Fire",535afeda-2538-435d-9dd1-5e10be586774,2981806.0,50007282.0,funk|soul|Disco|70s|rnb,"https://www.last.fm/music/Earth,+Wind+&+Fire"
EARTH WIND AND FIRE,Earth Wind and Fire,,142125.0,1110418.0,funk|Disco|soul|pop|USA,https://www.last.fm/music/Earth+Wind+and+Fire
EAST 17,East 17,ee20d564-25ca-4ef5-aba7-93a39f78ed60,301627.0,2129834.0,pop|90s|british|dance|boyband,https://www.last.fm/music/East+17
ED SHEERAN,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,4239700.0,257630357.0,acoustic|british|singer-songwriter|pop|easy-listening,https://www.last.fm/music/Ed+Sheeran
EDDIE,Eddie,e15cca98-1c95-4c4f-a1c2-2f18dc4ac412,119268.0,1690903.0,electro house|Progressive House|tech house|electropop|mangue beat,https://www.last.fm/music/Eddie
EDDY DE PRETTO,Eddy De Pretto,,72253.0,1857098.0,french|Hip-Hop|indie|electronic|slam,https://www.last.fm/music/Eddy+De+Pretto
EDDY MITCHELL,Eddy Mitchell,5cd668b6-0d20-4d1f-a84b-8bbb0fc51148,102298.0,1154551.0,french|chanson francaise|rock|country|Chanson Française,https://www.last.fm/music/Eddy+Mitchell
EDITH PIAF,Édith Piaf,4f8ef4a3-40fa-46b5-8773-97686a8424f4,1053747.0,13585164.0,french|chanson|female vocalists|jazz|chanson francaise,https://www.last.fm/music/%C3%89dith+Piaf
EDWIN COLLINS,Edwyn Collins,14c0c282-e0c1-46fe-acd1-9a015ba721c5,495292.0,3817031.0,rock|Scottish|indie|pop|alternative,https://www.last.fm/music/Edwyn+Collins
EELS,Eels,,2021625.0,66770967.0,indie|alternative|indie rock|singer-songwriter|rock,https://www.last.fm/music/Eels
EHIS D'GREATEST,,,,,,
EIFFEL 65,Eiffel 65,6ee7a715-e0c0-46d0-a215-2e17001699fc,1229478.0,10669575.0,dance|electronic|eurodance|pop|techno,https://www.last.fm/music/Eiffel+65
EL ALFA,El Alfa,0887484d-aed1-4aa6-9862-930a25815696,696198.0,16948707.0,dembow|Reggaeton|latin|dominican republic|world,https://www.last.fm/music/El+Alfa
EL CHERRY SCOM,El Cherry Scom,1ec19bec-094a-4487-93a3-050b84f174ab,21409.0,137314.0,dembow,https://www.last.fm/music/El+Cherry+Scom
EL MATADOR,El Matador,51aa96d6-b983-48cd-80ab-892dd2940409,21059.0,223023.0,rap francais|french|french rap|rap|Hip-Hop,https://www.last.fm/music/El+Matador
EL PROFESOR,El profesor,,118993.0,721455.0,hardcore techno|Gabber|Early Hardcore|Psycore,https://www.last.fm/music/El+profesor
ELAMS,Elams,4be27618-12d9-429a-8c47-744b240ba72f,9588.0,108537.0,french|hiphop|rap|france|french rap,https://www.last.fm/music/Elams
ELBOSCO,Elbosco,b33c25aa-898f-4f44-9913-7474b0f7edab,16128.0,90701.0,new age|gregorian|choir|Elbosco|ambient,https://www.last.fm/music/Elbosco
ELDERBROOK,Elderbrook,25835693-a126-478a-944e-1303ae7a2551,502858.0,7982433.0,House|electronic|deep house|chillout|british,https://www.last.fm/music/Elderbrook
ELECTRIC YOUTH,Electric Youth,a0b2868c-22c7-49eb-b227-3c4251a6c88f,359344.0,4183539.0,synthpop|electronic|dreamwave|retro electro|Disco,https://www.last.fm/music/Electric+Youth
ELENCO DE SOY LUNA,Elenco de Soy Luna,,86260.0,4207112.0,pop|electropop|Soundtrack|dance|Disney,https://www.last.fm/music/Elenco+de+Soy+Luna
ELGRANDETOTO,ElGrandeToto,49487c06-ec80-470d-9f97-e80649a05b90,51641.0,2236051.0,morocco|rap|arabic|moroccan|Moroccan Rap,https://www.last.fm/music/ElGrandeToto
ELIE,Elie,52c7d6ed-40a3-44af-9aa0-453185aaf9b9,2907.0,13367.0,ia pop|AI|primas grammys|ai pop|primas grammys ai pop,https://www.last.fm/music/Elie
ELIE KAKOU,Elie Kakou,,264.0,1187.0,Comique|humour,https://www.last.fm/music/Elie+Kakou
ELIE SEIMOUN,Elie Seimoun,,18.0,90.0,,https://www.last.fm/music/Elie+Seimoun
ELIZA ROSE,Eliza Rose,afd9baa6-4402-40c8-91ad-d792ae28e819,530494.0,4839664.0,House|soul|dance|electronic|rnb,https://www.last.fm/music/Eliza+Rose
ELLA HENDERSON,Ella Henderson,3a60a284-256b-4481-9c33-84d12ea481cd,676616.0,8100597.0,pop|british|soul|singer-songwriter|X factor,https://www.last.fm/music/Ella+Henderson
ELLEY DUHE,Elley Duhe,,9669.0,68588.0,,https://www.last.fm/music/Elley+Duhe
ELLEY DUHÉ,Elley Duhé,de7efde3-b5db-456a-903a-df145c8b3fbd,979058.0,14933819.0,pop|rnb|electronic|american|female vocalists,https://www.last.fm/music/Elley+Duh%C3%A9
ELLIE GOULDING,Ellie Goulding,33ca19f4-18c8-4411-98df-ac23890ce9f5,4004308.0,154295071.0,female vocalists|electronic|british|indie|indie pop,https://www.last.fm/music/Ellie+Goulding
ELODIE FREGE,Élodie Frégé,8cda32b5-1447-4ded-8a0e-f1cf8e6b3480,18965.0,218258.0,french|female vocalists|chanson francaise|pop|singer-songwriter,https://www.last.fm/music/%C3%89lodie+Fr%C3%A9g%C3%A9
ELSA,Elsa,747b136c-4cea-4916-b8d3-72b50c34341e,62227.0,446415.0,french|female vocalists|pop|chanson francaise|french pop,https://www.last.fm/music/Elsa
ELSA ESNOULT,Elsa Esnoult,348a9f30-3789-4dc5-b916-d5410690101a,3352.0,69356.0,female vocalist|france|bimbo,https://www.last.fm/music/Elsa+Esnoult
ELTON JOHN,Elton John,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,5252983.0,164746451.0,pop|classic rock|singer-songwriter|rock|piano,https://www.last.fm/music/Elton+John
ELVIS CRESPO,Elvis Crespo,776b2c10-31fe-4c4b-9982-f408279b80a9,586830.0,4504630.0,merengue|latin|salsa|latin pop|Elvis Crespo,https://www.last.fm/music/Elvis+Crespo
ELVIS PRESLEY,Elvis Presley,01809552-4f87-45b0-afff-2c6f0730a3be,4522128.0,152692008.0,rock n roll|classic rock|rock|oldies|Rock and Roll,https://www.last.fm/music/Elvis+Presley
EMILE,Emile,8fadb5fa-b704-4ee1-802c-c4abc87eb4c0,7430.0,50538.0,japanese|experimental|new age|All|female vocalist,https://www.last.fm/music/Emile
EMILEE,Emilee,c9dd168f-bdd1-4701-a39b-de236742164b,74108.0,611945.0,Uplifting|soul|indie|pop|female vocalists,https://www.last.fm/music/Emilee
EMILIA,Emilia,1c4f6d71-ab3f-45ef-841f-d69022f6ef0d,504188.0,19111775.0,pop|female vocalists|swedish|90s|argentina,https://www.last.fm/music/Emilia
EMILIE SIMON,Émilie Simon,01252145-c9e8-4de5-a480-9b2bed05450a,48919.0,1268812.0,french|trip-hop|electronic|female vocalists|electronica,https://www.last.fm/music/%C3%89milie+Simon
EMILY LOIZEAU,Emily Loizeau,51a77a0b-69be-41c4-88f4-22f25a9a63e5,94503.0,1100998.0,french|female vocalists|chanson francaise|singer-songwriter|nouvelle scene francaise,https://www.last.fm/music/Emily+Loizeau
EMILY WARREN,Emily Warren,28f4bb72-3ff1-427d-8cff-236585327375,34351.0,197081.0,pop|female vocalists|indie|singer-songwriter|songwriter,https://www.last.fm/music/Emily+Warren
EMINEM,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,7821130.0,571654179.0,rap|Hip-Hop|hip hop|Eminem|pop,https://www.last.fm/music/Eminem
EMKAL,Emkal,530454be-581b-4df1-b345-ac0ff897107a,13673.0,157246.0,hip hop|france,https://www.last.fm/music/Emkal
EMMA DUMAS,Emma Daumas,81baedf0-74e2-4ef9-89ca-f9c334718dc5,21189.0,181780.0,french|pop|chanson francaise|female vocalists|french pop,https://www.last.fm/music/Emma+Daumas
EMMA PETERS,Emma Peters,89646d43-5981-4ba6-b212-f162cc02918a,134297.0,1565081.0,french|female vocalists|francophone|indie|pop,https://www.last.fm/music/Emma+Peters
EMMA SHAPPLIN,Emma Shapplin,3833f2ca-9a93-4bbc-9759-e402d3945dd5,143821.0,1861884.0,opera|female vocalists|Classical|new age|neoclassical,https://www.last.fm/music/Emma+Shapplin
EMMANUEL MOIRE,Emmanuel Moire,88c4a023-8b72-455f-b676-0166bfa9f13f,53519.0,989678.0,french|pop|frech pop|francais|Emmanuel Moire,https://www.last.fm/music/Emmanuel+Moire
EMMI,Emmi,a00e2f95-413b-4a9e-ad46-733e017d15b4,30247.0,213666.0,finnish|pop|female vocalists|rock|poprock,https://www.last.fm/music/Emmi
ENFOIRES,Les Enfoirés,03f6d51c-1682-4978-bfc5-4bf2d2de98ad,58079.0,872227.0,chanson francaise|french|Les enfoires|francais|france,https://www.last.fm/music/Les+Enfoir%C3%A9s
ENFOIRES EN CH?UR,,,,,,
ENIGMA,Enigma,f1d1df24-91af-4d27-83a4-9b4ad29b37eb,1445996.0,52540334.0,new age|ambient|electronic|chillout|electronica,https://www.last.fm/music/Enigma
ENNIO MORRICONE,Ennio Morricone,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,1830708.0,44639482.0,Soundtrack|instrumental|Classical|composer|italian,https://www.last.fm/music/Ennio+Morricone
ENRIQUE,Enrique,4a8d0cf2-2205-4289-a915-ef9547da70d3,11876.0,95346.0,Crust|crust punk|koluchka|d-beat|pop,https://www.last.fm/music/Enrique
ENRIQUE IGLESIAS,Enrique Iglesias,35f866dc-c061-48ba-8157-cf2e0eac4857,2727004.0,54535630.0,pop|latin|spanish|dance|latin pop,https://www.last.fm/music/Enrique+Iglesias
ENYA,Enya,4967c0a1-b9f3-465e-8440-4598fd9fc33c,2085920.0,87539919.0,new age|celtic|ambient|female vocalists|irish,https://www.last.fm/music/Enya
ENZO ENZO,Enzo Enzo,47223d65-4a6e-40ee-8586-b209d2097d6a,88589.0,448946.0,french|jazz|female vocalists|chanson francaise|chanson,https://www.last.fm/music/Enzo+Enzo
EPHEMERALS,Ephemerals,36bd144a-b500-4023-92ad-3aeeb074d69a,92513.0,544984.0,soul|blues|jazz|swing|good,https://www.last.fm/music/Ephemerals
ERA,Era,881c5eec-ab10-4523-98cc-0abf43900065,755252.0,14434415.0,new age|ambient|celtic|chillout|ethereal,https://www.last.fm/music/Era
ERA 3 (Eric Levi),Era 3 (Eric Levi),,2.0,6.0,,https://www.last.fm/music/Era+3+(Eric+Levi)
ERA ISTREFI,Era Istrefi,eded8205-f8ac-4825-af55-8693ddbd7784,191211.0,1747839.0,pop|Kosovo|electronic|albania|Albanian,https://www.last.fm/music/Era+Istrefi
ERIC CLAPTON,Eric Clapton,618b6900-0618-4f1e-b835-bccb17f84294,3426709.0,81912392.0,blues|classic rock|blues rock|rock|guitar,https://www.last.fm/music/Eric+Clapton
ERIC PRYDZ,Eric Prydz,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,1514111.0,15901734.0,House|dance|electronic|trance|techno,https://www.last.fm/music/Eric+Prydz
ERIC SERRA,Eric Serra,,220450.0,3777655.0,Soundtrack|instrumental|electronic|composer|french,https://www.last.fm/music/Eric+Serra
ERIK TRUFFAZ,Erik Truffaz,aecd2d93-082b-4d5a-b519-521f2e18f796,201298.0,2837735.0,jazz|trumpet|acid jazz|Fusion|contemporary jazz,https://www.last.fm/music/Erik+Truffaz
EROS RAMAZOTTI,Eros Ramazzotti,3ab7295a-54ac-40e8-b1b2-3d110a143550,611335.0,10841677.0,italian|pop|italian pop|male vocalists|singer-songwriter,https://www.last.fm/music/Eros+Ramazzotti
EROS RAMAZZOTTI,Eros Ramazzotti,3ab7295a-54ac-40e8-b1b2-3d110a143550,611335.0,10841677.0,italian|pop|italian pop|male vocalists|singer-songwriter,https://www.last.fm/music/Eros+Ramazzotti
ESKOBAR,Eskobar,ba830bb9-e42d-43cb-a58f-8093a3a1f4e0,182342.0,2582410.0,swedish|indie|alternative|pop|rock,https://www.last.fm/music/Eskobar
ETERNAL,Eternal,7343056e-041e-4b28-a85a-58e8fb975136,317672.0,2362153.0,rnb|doom metal|soul|90s|shoegaze,https://www.last.fm/music/Eternal
ETERNXLKZ,Eternxlkz,60d97a3d-fb80-4278-a729-c08f2b2cd7ac,338036.0,5939085.0,Kazakhstan|phonk|BR FUNK,https://www.last.fm/music/Eternxlkz
ETIENNE DAHO,Étienne Daho,1e0de31c-4957-4649-9aa3-7b0f1d9d2c84,100538.0,1540875.0,french|pop|chanson francaise|80s|france,https://www.last.fm/music/%C3%89tienne+Daho
ETIENNE DAHO ET DANI,Étienne Daho,1e0de31c-4957-4649-9aa3-7b0f1d9d2c84,100538.0,1540875.0,french|pop|chanson francaise|80s|france,https://www.last.fm/music/%C3%89tienne+Daho
EUROPE,Europe,ccfe7a3c-1a45-4984-a8d0-644549cefe61,1799557.0,21942194.0,hard rock|rock|classic rock|80s|hair metal,https://www.last.fm/music/Europe
EURYTHMICS,Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,2880674.0,33278115.0,new wave|80s|pop|female vocalists|synth pop,https://www.last.fm/music/Eurythmics
EVA,Eva,9c5b1d95-9627-4293-803e-6f25f188a837,72287.0,912611.0,cold wave|post-punk|zimna fala|female vocalists|coldwave,https://www.last.fm/music/Eva
EVA GUESS,Eva Guess,ed8ff68c-f7e2-46c9-b8f0-09c28c2a2061,274.0,1294.0,,https://www.last.fm/music/Eva+Guess
EVA SIMONS,Eva Simons,481cbdd9-02ac-46fd-825f-afed658bc505,431289.0,2440145.0,pop|dance|electronic|female vocalists|rnb,https://www.last.fm/music/Eva+Simons
EVANESCENCE,Evanescence,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,4546926.0,220368699.0,Gothic Rock|rock|female vocalists|alternative|Gothic,https://www.last.fm/music/Evanescence
EVE,Eve,1ac10f5e-2079-4435-b78f-dda6ecdeba15,1820000.0,52957866.0,Hip-Hop|rap|female vocalists|rnb|hip hop,https://www.last.fm/music/Eve
EVE ANGELI,Eve Angeli,,7949.0,75299.0,pop|french|female vocalists|french pop|female artists,https://www.last.fm/music/Eve+Angeli
EVERYTHING BUT THE GIRL,Everything But the Girl,,1454687.0,24425396.0,trip-hop|electronic|chillout|female vocalists|electronica,https://www.last.fm/music/Everything+But+the+Girl
EXCALIBUR,Excalibur,27ac229c-57f5-4ec9-a460-e5eafe43fc7f,8779.0,83212.0,heavy metal|NWOBHM|RAC|death metal|Czech,https://www.last.fm/music/Excalibur
EYELAR,Eyelar,5349e3a2-1b83-4d59-9ece-ca5291f18672,26937.0,157488.0,dutch,https://www.last.fm/music/Eyelar
Eddie,Eddie,e15cca98-1c95-4c4f-a1c2-2f18dc4ac412,119268.0,1690903.0,electro house|Progressive House|tech house|electropop|mangue beat,https://www.last.fm/music/Eddie
F F F,FFF,31243ca8-9da3-4153-9ed1-4e5cc93de9dc,52969.0,593205.0,breakcore|Raggacore|jungle|Ragga Jungle|electronic,https://www.last.fm/music/FFF
FABABY,Fababy,0e545c33-9757-42c7-be1b-3bf5d6cc483c,19351.0,145450.0,Hip-Hop|rap|french|All|french rap,https://www.last.fm/music/Fababy
FAF LARAGE,Faf LaRage,,16122.0,100193.0,rap francais|french|rap|french rap|Hip-Hop,https://www.last.fm/music/Faf+LaRage
FAFÁ DE BELÉM,Fafá de Belém,7df5de77-f197-4326-805e-2b2a128feb25,85607.0,1078784.0,mpb|female vocalists|brasil|brazilian|amazonia,https://www.last.fm/music/Faf%C3%A1+de+Bel%C3%A9m
FAITHLESS,Faithless,23d9d74d-c95e-46a6-be26-a6075c49747a,1742082.0,34928561.0,electronic|trip-hop|dance|House|electronica,https://www.last.fm/music/Faithless
FAKEAR,Fakear,7c707d22-1c9c-4e72-bc8d-640baa5e2ba5,216527.0,4243502.0,trip-hop|electronic|french|france|french touch,https://www.last.fm/music/Fakear
FALLEN ROSES,Fallen Roses,12a17b40-5884-4e75-be9c-56a51ec296d6,158654.0,844175.0,electronic|chillout|ambient|experimental|Lo-Fi,https://www.last.fm/music/Fallen+Roses
FALLY IPUPA,Fally Ipupa,455a23c4-ec18-4e87-893d-db79514eb50b,38087.0,689470.0,congo|soukous|DR Congo|africa|Congolese,https://www.last.fm/music/Fally+Ipupa
FANKIES GOES TO HOLLYWOOD,,,,,,
FANTOMEL,Fantomel,,54735.0,236391.0,dj|funk|dance|electronic,https://www.last.fm/music/Fantomel
FAOUZIA,Faouzia,6aed0a74-92a7-47e6-97d1-7b6a72afec4b,379484.0,10249106.0,pop|moroccan|Canadian|female vocalists|morocco,https://www.last.fm/music/Faouzia
FARRUKO,Farruko,d2b3524f-67e8-45ef-bfc1-693cac525135,826278.0,11337223.0,Reggaeton|latin|Puerto Rican|puerto rico|reggaeton-boriqua,https://www.last.fm/music/Farruko
FAST BOY,Fast Boy,,92252.0,790880.0,pop|electronic|german|dance|germany,https://www.last.fm/music/Fast+Boy
FASTBOY,FasTboy,,28.0,85.0,,https://www.last.fm/music/FasTboy
FAT BOY SLIM,Fatboy Slim,34c63966-445c-4613-afe1-4f0e1e53ae9a,2642874.0,49684413.0,electronic|big beat|dance|House|electronica,https://www.last.fm/music/Fatboy+Slim
FAT DOG,Fat Dog,bc863bfa-aa3b-4392-ab4b-2b151df9e3cd,92330.0,1385238.0,rap|hip hop|post-punk|Hip-Hop|new rave,https://www.last.fm/music/Fat+Dog
FAT JOE,Fat Joe,a6a4c910-2b22-4a6f-aebe-805b176c47b8,1445924.0,11873690.0,Hip-Hop|rap|east coast rap|hip hop|Gangsta Rap,https://www.last.fm/music/Fat+Joe
FATAL BAZOOKA,Fatal Bazooka,9b1caaca-7617-4b6c-beb9-5470457fa765,80514.0,979885.0,french|Hip-Hop|rap|humour|comedy,https://www.last.fm/music/Fatal+Bazooka
FATBOY SLIM,Fatboy Slim,34c63966-445c-4613-afe1-4f0e1e53ae9a,2642874.0,49684413.0,electronic|big beat|dance|House|electronica,https://www.last.fm/music/Fatboy+Slim
FATMAN SCOOP,Fatman Scoop,d3d20e96-5783-4126-9d64-075566611c5e,189647.0,1052096.0,Hip-Hop|rap|new york|hip hop|rnb,https://www.last.fm/music/Fatman+Scoop
FATOUMATA DIAWARA,Fatoumata Diawara,6f5064bb-7dbb-4a44-bac5-04c467394817,147976.0,1716346.0,mali|To|can|african|this,https://www.last.fm/music/Fatoumata+Diawara
FAUDEL,Faudel,5b330b43-ea98-486f-a15d-4aa09e990ac7,44282.0,299667.0,rai|french|arabic|world|World Music,https://www.last.fm/music/Faudel
FAUVE,FAUVE,,87285.0,3050290.0,french|spoken word|indie|singer-songwriter|swiss,https://www.last.fm/music/FAUVE
FAVÉ,Favé,98f3437b-c45d-4e74-9784-1603f3e9b8c3,62440.0,2563489.0,french|rap|Fave|france|drill,https://www.last.fm/music/Fav%C3%A9
FEDER,Feder,93165cd3-8ddd-4242-952d-839513003e25,340029.0,3209050.0,House|deep house|french|dance|electronic,https://www.last.fm/music/Feder
FEIST,Feist,a670e05a-cea8-4b37-bce9-d82daf1a0fa4,2759054.0,95530649.0,female vocalists|indie|singer-songwriter|Canadian|indie pop,https://www.last.fm/music/Feist
FELICIDAD,Felicidad,3bdb3ed9-3759-4dc9-8f5e-586b853acc94,1588.0,4653.0,,https://www.last.fm/music/Felicidad
FELIX JAEHN,Felix Jaehn,930448f9-a67a-402f-bc73-2bf6b279afaa,834108.0,10966542.0,House|electronic|german|dance|Melodic House,https://www.last.fm/music/Felix+Jaehn
FELSMANN,Felsmann,,11.0,73.0,,https://www.last.fm/music/Felsmann
FESTIVAL ROBLES,Festival Robles,,487.0,2754.0,,https://www.last.fm/music/Festival+Robles
FEU! CHATTERTON,Feu! Chatterton,b1eac47e-77b5-4f5c-ae33-442c07182278,126951.0,2488230.0,french|rock|france|pop|art rock,https://www.last.fm/music/Feu%21+Chatterton
FIFTH HARMONY,Fifth Harmony,e565610b-9a8f-451d-b594-ea658d76f725,1708566.0,50650246.0,pop|female vocalists|X factor|american|rnb,https://www.last.fm/music/Fifth+Harmony
FILES,files,,564.0,6839.0,Hip-Hop|polish|underground,https://www.last.fm/music/files
FIONA APPLE,Fiona Apple,a9ee533f-8871-4f62-a6bb-91eb264abc90,2742016.0,181348927.0,female vocalists|singer-songwriter|alternative|piano|indie,https://www.last.fm/music/Fiona+Apple
FIRE,Fire,6be90417-c87e-4ebe-ad7d-f50e3c62202c,30937.0,147198.0,Psychedelic Rock|psychedelic|hard rock|Garage Rock|mod,https://www.last.fm/music/Fire
FIREBOY DML,Fireboy DML,4d09a017-4e09-47a7-b274-a7e0767ac4e0,373231.0,5809113.0,afrobeats|nigeria|rap|nigerian|africa,https://www.last.fm/music/Fireboy+DML
FKG,FKG,,33.0,150.0,,https://www.last.fm/music/FKG
FLEETWOOD MAC,Fleetwood Mac,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,4914115.0,303053113.0,classic rock|rock|70s|blues|pop,https://www.last.fm/music/Fleetwood+Mac
FLEM KGB,Flem KGB,,152.0,429.0,,https://www.last.fm/music/Flem+KGB
FLORA CASH,Flora Cash,061f522b-edab-4ad7-8397-f3b3918e048b,553626.0,6815570.0,folk|indie|Sweden|singer-songwriter|female vocalists,https://www.last.fm/music/Flora+Cash
FLORA FISHBACH,Flora Fishbach,,10385.0,116821.0,french|pop|electropop|indie pop|art pop,https://www.last.fm/music/Flora+Fishbach
FLORENT PAGNY,Florent Pagny,b5a9e7a0-04fe-42ae-965a-4c857ab22978,109872.0,1357219.0,chanson francaise|french|pop|rock|francais,https://www.last.fm/music/Florent+Pagny
FLUME,Flume,35fd8d42-b4a6-4414-9827-8766bd0daa3c,1940019.0,70816463.0,electronic|chillout|wonky|australian|instrumental hip-hop,https://www.last.fm/music/Flume
