annee_sortie,mois_sortie,log_jours_obtention,n_artistes,is_collab,artist_total_certs,artist_max_cert_level,artist_collab_rate,label_freq,cert_level,cat_Singles,cat_Albums,cat_Videos,cat_Compilation
2019,10,7.381501894506707,1,0,48,5,0.020833333333333332,0.0007478499314470896,2,1,0,0,0
2023,12,4.718498871295094,1,0,1,2,0.0,0.0028667580705471767,2,0,1,0,0
2017,11,7.745002803515839,1,0,33,5,0.42424242424242425,0.013710582076529976,5,1,0,0,0
2021,2,7.033506484287697,1,0,10,5,0.2,0.005982799451576717,0,0,1,0,0
2018,6,7.646353722445999,1,0,112,5,0.125,0.010345257385018073,0,1,0,0,0
2018,9,7.602900462204755,2,1,1,0,1.0,0.0007478499314470896,0,1,0,0,0
2019,6,7.455298485683291,1,0,1,0,0.0,0.02492833104823632,0,1,0,0,0
2017,9,7.768956044538332,1,0,11,2,0.09090909090909091,0.0043624579334413565,0,1,0,0,0
2019,8,7.422373700986824,1,0,5,5,0.2,0.0004985666209647265,2,1,0,0,0
2022,4,6.541029999189903,1,0,4,2,0.0,0.0036146080019942664,2,0,1,0,0
2019,10,7.388327859577107,1,0,8,2,0.375,0.006107441106817898,2,1,0,0,0
2022,3,6.590301048196686,2,1,1,2,1.0,0.0001246416552411816,2,1,0,0,0
2017,5,7.823645930834952,1,0,28,5,0.2857142857142857,0.0004985666209647265,4,0,1,0,0
2017,6,7.80954132465341,1,0,15,6,0.0,0.013835223731771158,5,1,0,0,0
2023,3,5.934894195619588,2,1,37,5,0.24324324324324326,0.0034899663467530847,2,1,0,0,0
1973,7,9.825634113331263,1,0,2,5,0.0,0.0002492833104823632,0,1,0,0,0
2020,10,7.133295954896068,2,1,9,5,0.1111111111111111,0.0001246416552411816,0,1,0,0,0
2023,12,4.584967478670572,1,0,112,5,0.125,0.010345257385018073,0,1,0,0,0
2019,6,7.459338895220296,1,0,22,5,0.045454545454545456,0.013835223731771158,0,1,0,0,0
2019,4,7.498869733976931,1,0,14,5,0.35714285714285715,0.013710582076529976,0,1,0,0,0
2022,12,6.152732694704104,2,1,25,5,0.32,0.013710582076529976,0,1,0,0,0
2020,3,7.284134806195205,2,1,17,5,0.5882352941176471,0.013710582076529976,0,1,0,0,0
2020,1,7.3310603052186325,1,0,3,0,0.0,0.0001246416552411816,0,1,0,0,0
2019,12,7.348587530927593,1,0,17,5,0.11764705882352941,0.009098840832606257,0,1,0,0,0
2021,1,7.039660349862076,1,0,19,5,0.05263157894736842,0.0017449831733765424,0,1,0,0,0
2021,3,6.9957661563048505,2,1,40,5,0.125,0.019693381528106693,0,1,0,0,0
2023,2,5.971261839790462,2,1,15,2,0.13333333333333333,0.0012464165524118161,0,1,0,0,0
2023,2,5.988961416889864,1,0,14,5,0.0,0.0017449831733765424,0,1,0,0,0
2017,2,7.853993087224244,3,1,11,5,0.8181818181818182,0.029664713947401222,5,1,0,0,0
2018,8,7.612336837167746,2,1,6,5,0.16666666666666666,0.029664713947401222,5,1,0,0,0
2016,4,7.971776122880628,1,0,7,0,0.14285714285714285,0.013835223731771158,0,1,0,0,0
2022,5,6.489204931325317,1,0,1,0,0.0,0.013710582076529976,0,1,0,0,0
2022,7,6.38856140554563,4,1,3,5,1.0,0.013835223731771158,0,1,0,0,0
2020,4,7.2640301428995295,1,0,1,5,0.0,0.0003739249657235448,5,1,0,0,0
2022,9,6.2766434893416445,1,0,32,5,0.125,0.0014956998628941791,5,1,0,0,0
2023,5,5.68697535633982,3,1,3,5,1.0,0.0004985666209647265,5,1,0,0,0
2016,11,7.891330757661889,1,0,3,2,0.0,0.0001246416552411816,2,1,0,0,0
2021,7,6.8658910748834385,1,0,15,5,0.13333333333333333,0.0006232082762059081,2,1,0,0,0
2017,6,7.803843303538772,2,1,3,2,1.0,0.006855291038264988,2,1,0,0,0
2019,9,7.388327859577107,1,0,4,0,0.0,0.003739249657235448,0,0,1,0,0
2022,9,6.2766434893416445,1,0,4,4,0.0,0.002243549794341269,0,0,1,0,0
2020,9,7.138866999945524,1,0,5,5,0.4,0.001869624828617724,5,1,0,0,0
2022,10,6.19644412779452,2,1,4,0,0.5,0.0006232082762059081,0,1,0,0,0
2016,4,7.965198290612176,1,0,45,5,0.2222222222222222,0.013710582076529976,0,1,0,0,0
2019,6,7.443078374348516,3,1,1,0,1.0,0.019693381528106693,0,1,0,0,0
2020,7,7.1770187659099,2,1,20,5,0.4,0.019693381528106693,0,1,0,0,0
2021,1,7.045776576879511,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2011,10,8.417593826193484,1,0,2,2,0.5,0.0021189081391000874,2,1,0,0,0
2023,8,5.2832037287379885,1,0,40,5,0.225,0.019693381528106693,0,1,0,0,0
2022,11,6.182084906716632,1,0,18,5,0.2222222222222222,0.0021189081391000874,2,0,1,0,0
2023,3,5.8971538676367405,1,0,48,5,0.020833333333333332,0.0026174747600648134,2,1,0,0,0
2021,2,7.0192966537150445,1,0,1,2,0.0,0.0034899663467530847,2,1,0,0,0
2022,8,6.315358001522335,1,0,2,2,0.0,0.01632805683659479,2,0,1,0,0
2023,3,5.817111159963204,1,0,22,6,0.13636363636363635,0.0034899663467530847,2,1,0,0,0
2023,10,4.770684624465665,1,0,19,5,0.05263157894736842,0.0017449831733765424,0,0,1,0,0
2021,11,6.733401891837359,2,1,45,5,0.2222222222222222,0.01171631559267107,2,1,0,0,0
2018,6,7.637234388789473,1,0,5,5,0.2,0.005608874485853172,0,1,0,0,0
2018,8,7.606387389772652,1,0,19,5,0.05263157894736842,0.0007478499314470896,0,1,0,0,0
2021,6,6.880384082186005,1,0,112,5,0.125,0.010345257385018073,0,1,0,0,0
2018,8,7.601901959875166,1,0,1,0,0.0,0.029664713947401222,0,1,0,0,0
2017,5,7.80954132465341,1,0,14,5,0.0,0.0017449831733765424,0,1,0,0,0
2022,3,6.551080335043404,1,0,19,5,0.05263157894736842,0.0017449831733765424,0,1,0,0,0
2021,11,6.716594773520978,1,0,7,2,0.14285714285714285,0.01171631559267107,0,1,0,0,0
2015,2,8.09346227450118,1,0,54,5,0.14814814814814814,0.004861024554406083,0,1,0,0,0
2018,9,7.585281078639126,2,1,18,5,0.16666666666666666,0.013710582076529976,5,1,0,0,0
2022,1,6.60934924316738,1,0,6,2,0.3333333333333333,0.010220615729776892,2,0,1,0,0
2017,11,7.735870319952567,1,0,17,5,0.7647058823529411,0.002243549794341269,2,0,1,0,0
2017,4,7.818027938530729,1,0,69,5,0.0,0.0014956998628941791,2,0,1,0,0
2020,12,7.051855622955894,1,0,22,5,0.045454545454545456,0.013835223731771158,0,0,1,0,0
2023,9,4.941642422609304,2,1,37,5,0.24324324324324326,0.0023681914495824507,0,1,0,0,0
2016,10,7.888709524182015,1,0,13,5,0.15384615384615385,0.0011217748971706345,0,1,0,0,0
2023,6,5.442417710521793,2,1,8,5,0.125,0.0001246416552411816,0,1,0,0,0
2019,7,7.422373700986824,2,1,2,0,0.5,0.013710582076529976,0,1,0,0,0
2018,6,7.6362696033793735,2,1,4,5,0.25,0.01246416552411816,2,1,0,0,0
2019,11,7.334981878871814,1,0,40,5,0.125,0.019693381528106693,0,1,0,0,0
2022,9,6.236369590203704,2,1,1,0,1.0,0.01632805683659479,0,1,0,0,0
2023,9,4.990432586778736,2,1,3,5,0.3333333333333333,0.0007478499314470896,5,1,0,0,0
2023,6,5.4116460518550396,1,0,87,5,0.25287356321839083,0.019693381528106693,0,1,0,0,0
2023,4,5.707110264748875,1,0,42,5,0.19047619047619047,0.005608874485853172,5,1,0,0,0
2021,2,7.002155954403621,2,1,9,5,0.1111111111111111,0.07291536831609123,2,1,0,0,0
2020,4,7.234898420314831,1,0,6,2,0.16666666666666666,0.0001246416552411816,2,1,0,0,0
2019,8,7.392647520721623,2,1,13,6,0.5384615384615384,0.009098840832606257,6,0,1,0,0
2016,11,7.875499292445208,1,0,2,2,0.0,0.0001246416552411816,0,0,1,0,0
2016,9,7.901377353792616,1,0,9,5,0.2222222222222222,0.000997133241929453,2,0,1,0,0
2023,2,5.857933154483459,1,0,4,2,0.0,0.0023681914495824507,0,0,1,0,0
2022,1,6.60934924316738,2,1,4,2,0.75,0.0002492833104823632,0,1,0,0,0
2017,2,7.845807502637805,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2019,12,7.325807502595773,1,0,6,5,0.5,0.002243549794341269,0,1,0,0,0
2017,4,7.815207062189088,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2022,6,6.38856140554563,2,1,23,5,0.391304347826087,0.0001246416552411816,0,1,0,0,0
2019,9,7.3758821482150125,1,0,45,5,0.2222222222222222,0.01171631559267107,0,1,0,0,0
2019,9,7.3758821482150125,2,1,45,5,0.2222222222222222,0.01171631559267107,0,1,0,0,0
2017,6,7.780720886117918,1,0,23,5,0.043478260869565216,0.0002492833104823632,0,1,0,0,0
2019,8,7.383989457978509,1,0,5,5,0.2,0.0004985666209647265,0,1,0,0,0
2020,9,7.1049654482698426,1,0,8,5,0.25,0.0001246416552411816,0,1,0,0,0
2021,3,6.93537044601511,1,0,48,5,0.020833333333333332,0.0026174747600648134,0,1,0,0,0
2021,7,6.821107472256465,1,0,15,5,0.13333333333333333,0.0006232082762059081,0,1,0,0,0
2022,4,6.483107351457199,1,0,27,5,0.25925925925925924,0.013835223731771158,0,1,0,0,0
2022,4,6.4457198193855785,2,1,1,0,1.0,0.0034899663467530847,0,1,0,0,0
2021,4,6.927557906278317,1,0,1,2,0.0,0.01246416552411816,2,1,0,0,0
2023,4,5.60947179518496,1,0,42,5,0.19047619047619047,0.005608874485853172,5,1,0,0,0
2023,9,4.836281906951478,1,0,14,5,0.21428571428571427,0.0006232082762059081,5,1,0,0,0
2017,5,7.794823152179389,1,0,8,2,0.25,0.013710582076529976,2,1,0,0,0
2022,12,5.973809611869261,1,0,2,5,0.0,0.0011217748971706345,5,1,0,0,0
2023,4,5.60947179518496,1,0,1,5,0.0,0.004736382899164901,5,1,0,0,0
2023,2,5.817111159963204,1,0,1,5,0.0,0.0001246416552411816,5,1,0,0,0
2019,4,7.459338895220296,1,0,1,0,0.0,0.0002492833104823632,0,0,1,0,0
2020,8,7.1180162044653335,1,0,4,2,0.0,0.0003739249657235448,0,1,0,0,0
2017,4,7.80954132465341,1,0,2,0,0.0,0.0002492833104823632,0,1,0,0,0
2020,9,7.1049654482698426,1,0,7,2,0.0,0.0002492833104823632,0,1,0,0,0
2020,7,7.155396301896734,2,1,8,2,0.375,0.0003739249657235448,0,1,0,0,0
2019,10,7.353081920515432,1,0,4,2,0.25,0.0003739249657235448,0,1,0,0,0
2020,9,7.099201743553092,2,1,8,5,0.125,0.013835223731771158,0,1,0,0,0
2021,12,6.639875833826536,1,0,21,5,0.047619047619047616,0.003988532967717812,0,1,0,0,0
2022,8,6.2166061010848646,1,0,9,5,0.1111111111111111,0.0008724915866882712,0,1,0,0,0
2018,12,7.529406457837013,1,0,32,5,0.125,0.0003739249657235448,5,1,0,0,0
2021,8,6.790097235513905,1,0,27,5,0.25925925925925924,0.013835223731771158,5,1,0,0,0
2020,9,7.10002716662926,1,0,63,6,0.09523809523809523,0.0026174747600648134,2,1,0,0,0
2020,9,7.10002716662926,1,0,63,6,0.09523809523809523,0.0026174747600648134,2,1,0,0,0
2022,9,6.208590026096629,1,0,12,5,0.08333333333333333,0.013710582076529976,5,1,0,0,0
2021,10,6.690842277418564,2,1,17,5,0.23529411764705882,0.0026174747600648134,0,1,0,0,0
2022,5,6.368187186350492,1,0,21,6,0.047619047619047616,0.019693381528106693,0,1,0,0,0
2022,10,6.073044534100405,1,0,1,0,0.0,0.010220615729776892,0,1,0,0,0
2022,6,6.352629396319567,1,0,37,5,0.24324324324324326,0.0001246416552411816,5,1,0,0,0
2023,7,5.0369526024136295,2,1,11,5,0.8181818181818182,0.029664713947401222,0,1,0,0,0
2021,4,6.903747257584598,4,1,2,0,0.5,0.004736382899164901,0,1,0,0,0
2012,11,8.31164394850298,1,0,4,0,0.0,0.0001246416552411816,0,1,0,0,0
2017,10,7.722234744709607,1,0,112,5,0.125,0.010345257385018073,2,1,0,0,0
2019,5,7.423568444259167,1,0,2,2,0.0,0.0001246416552411816,2,1,0,0,0
2022,9,6.150602768446279,1,0,32,5,0.125,0.0014956998628941791,2,1,0,0,0
2022,11,6.0063531596017325,1,0,15,5,0.0,0.029664713947401222,2,0,1,0,0
2021,9,6.70073110954781,1,0,19,5,0.3157894736842105,0.013710582076529976,0,1,0,0,0
2022,3,6.490723534502507,1,0,5,8,0.0,0.02492833104823632,0,1,0,0,0
2021,11,6.646390514847729,1,0,42,5,0.19047619047619047,0.0012464165524118161,0,1,0,0,0
2020,10,7.069874128458572,1,0,8,5,0.0,0.006855291038264988,0,1,0,0,0
2023,2,5.703782474656201,1,0,2,5,0.0,0.02492833104823632,5,1,0,0,0
2021,6,6.828712071641684,1,0,5,2,0.4,0.013710582076529976,0,0,1,0,0
2021,2,6.949856455000773,1,0,5,2,0.0,0.0034899663467530847,2,1,0,0,0
2021,7,6.805722553416985,2,1,6,5,0.5,0.013835223731771158,2,1,0,0,0
2013,4,8.266164436612492,1,0,5,3,0.0,0.0004985666209647265,2,1,0,0,0
2018,12,7.510430556378006,1,0,7,2,0.0,0.009098840832606257,2,1,0,0,0
2016,5,7.932362154339751,1,0,23,5,0.391304347826087,0.013835223731771158,2,1,0,0,0
2016,1,7.9672801789422,1,0,8,5,0.125,0.035398230088495575,4,0,1,0,0
2021,9,6.733401891837359,1,0,19,5,0.0,0.005110307864888446,4,0,1,0,0
2023,10,4.143134726391533,1,0,13,3,0.0,0.0036146080019942664,2,0,1,0,0
2017,11,7.7142311448490855,1,0,2,0,0.0,0.02492833104823632,0,0,1,0,0
2023,8,4.77912349311153,1,0,3,3,0.0,0.004736382899164901,0,0,1,0,0
2022,11,6.023447592961033,1,0,69,5,0.0,0.0001246416552411816,0,0,1,0,0
2019,12,7.29776828253138,1,0,2,2,0.0,0.005982799451576717,0,0,1,0,0
2023,11,3.5553480614894135,1,0,59,7,0.0,0.008724915866882713,0,0,1,0,0
2023,3,5.556828061699537,3,1,17,5,0.7647058823529411,0.000997133241929453,0,1,0,0,0
2021,5,6.851184927493743,1,0,4,5,0.0,0.02492833104823632,5,1,0,0,0
2013,11,8.208219383496834,1,0,54,5,0.14814814814814814,0.004861024554406083,4,0,1,0,0
2018,6,7.60887062919126,1,0,6,5,0.5,0.0007478499314470896,2,0,1,0,0
2017,9,7.729735331385051,2,1,8,5,0.125,0.029664713947401222,2,1,0,0,0
2019,9,7.344072850573066,3,1,2,5,0.5,0.0003739249657235448,2,1,0,0,0
2018,9,7.559038255443384,1,0,4,2,0.75,0.0007478499314470896,0,0,1,0,0
2020,6,7.13966033596492,1,0,10,5,0.1,0.006107441106817898,2,1,0,0,0
2018,12,7.510430556378006,1,0,112,5,0.125,0.010345257385018073,0,1,0,0,0
2022,9,6.124683390894205,1,0,10,5,0.0,0.003988532967717812,0,1,0,0,0
2023,6,5.081404364984463,1,0,87,5,0.25287356321839083,0.019693381528106693,0,1,0,0,0
2018,3,7.643003635560718,1,0,12,5,0.3333333333333333,0.013835223731771158,0,1,0,0,0
2021,5,6.836259277277067,1,0,4,5,0.0,0.02492833104823632,0,1,0,0,0
2016,2,7.957877358489813,1,0,1,0,0.0,0.010594540695500436,0,1,0,0,0
2018,1,7.669495251007694,2,1,15,5,0.26666666666666666,0.01171631559267107,0,1,0,0,0
2017,5,7.780720886117918,1,0,1,0,0.0,0.0006232082762059081,0,1,0,0,0
2020,5,7.182352111885263,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2016,10,7.86480400332846,1,0,1,0,0.0,0.0023681914495824507,0,1,0,0,0
2023,3,5.537334267018537,1,0,26,5,0.23076923076923078,0.013710582076529976,2,0,1,0,0
2022,3,6.447305862541213,1,0,3,2,0.0,0.0012464165524118161,2,0,1,0,0
2022,5,6.327936783729195,3,1,19,5,0.42105263157894735,0.002243549794341269,5,1,0,0,0
2012,8,8.326758814511733,1,0,5,5,0.0,0.0001246416552411816,5,1,0,0,0
2013,2,8.281977058867758,1,0,7,2,0.5714285714285714,0.0049856662096472645,0,1,0,0,0
2018,9,7.543802867501509,1,0,9,5,0.0,0.003988532967717812,5,1,0,0,0
2021,10,6.637258031284457,2,1,1,2,1.0,0.01632805683659479,2,1,0,0,0
2016,9,7.876258882303226,1,0,50,7,0.0,0.004487099588682538,5,1,0,0,0
2023,2,5.638354669333745,1,0,7,2,0.14285714285714285,0.01171631559267107,0,0,1,0,0
2023,7,4.890349128221754,1,0,32,3,0.0,0.005982799451576717,0,0,1,0,0
2018,5,7.617759576608505,1,0,14,5,0.21428571428571427,0.0006232082762059081,0,1,0,0,0
2023,3,5.556828061699537,2,1,6,2,0.6666666666666666,0.0001246416552411816,0,1,0,0,0
2018,11,7.507141079727608,1,0,12,5,0.16666666666666666,0.01171631559267107,0,1,0,0,0
2017,7,7.7437032581737535,1,0,1,0,0.0,0.0002492833104823632,0,1,0,0,0
2020,2,7.21890970761906,1,0,15,5,0.13333333333333333,0.0006232082762059081,0,1,0,0,0
2021,12,6.573680166960646,2,1,38,5,0.34210526315789475,0.0016203415181353608,0,1,0,0,0
2020,3,7.213031659834869,1,0,87,5,0.25287356321839083,0.019693381528106693,2,1,0,0,0
2019,3,7.451241684987676,2,1,11,5,0.18181818181818182,0.003365324691511903,2,1,0,0,0
2017,10,7.711101251840158,1,0,15,6,0.0,0.013835223731771158,5,1,0,0,0
2022,9,6.073044534100405,1,0,32,5,0.125,0.0014956998628941791,4,0,1,0,0
2018,9,7.5443321080536885,2,1,17,5,0.23529411764705882,0.019693381528106693,2,1,0,0,0
2017,11,7.68937110752969,1,0,54,5,0.14814814814814814,0.004861024554406083,2,1,0,0,0
2016,11,7.848543482456679,1,0,9,5,0.1111111111111111,0.009846690764053347,4,0,1,0,0
2017,12,7.679251425953058,1,0,23,5,0.043478260869565216,0.0002492833104823632,2,1,0,0,0
2022,7,6.180016653652572,1,0,10,5,0.0,0.0007478499314470896,2,0,1,0,0
2020,2,7.227662498728654,1,0,1,2,0.0,0.0038638913124766296,2,1,0,0,0
2017,10,7.707062655370473,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2022,4,6.376726947898627,1,0,1,2,0.0,0.0006232082762059081,2,1,0,0,0
2023,6,5.049856007249537,3,1,1,0,1.0,0.0001246416552411816,0,1,0,0,0
2021,5,6.828712071641684,1,0,5,2,0.0,0.0034899663467530847,0,1,0,0,0
2022,4,6.340359303727752,1,0,27,5,0.25925925925925924,0.013835223731771158,0,1,0,0,0
2022,2,6.467698726104354,1,0,1,0,0.0,0.0003739249657235448,0,1,0,0,0
2022,10,5.991464547107982,1,0,54,5,0.14814814814814814,0.004861024554406083,0,1,0,0,0
2023,6,4.990432586778736,3,1,1,0,1.0,0.005982799451576717,0,1,0,0,0
2021,5,6.805722553416985,1,0,25,5,0.0,0.008724915866882713,2,0,1,0,0
2023,4,5.37989735354046,1,0,42,5,0.19047619047619047,0.0012464165524118161,2,0,1,0,0
2022,2,6.478509642208569,1,0,20,5,0.15,0.0006232082762059081,3,0,1,0,0
2021,1,6.937314081223682,1,0,1,5,0.0,0.0036146080019942664,5,1,0,0,0
2021,7,6.734591659972948,2,1,13,5,0.3076923076923077,0.0012464165524118161,5,1,0,0,0
2017,7,7.7458682297922685,1,0,42,5,0.19047619047619047,0.005608874485853172,0,1,0,0,0
2019,2,7.459338895220296,1,0,38,5,0.34210526315789475,0.0016203415181353608,2,0,1,0,0
2022,10,5.988961416889864,1,0,6,5,0.0,0.0001246416552411816,5,1,0,0,0
2018,6,7.591357046698551,2,1,28,5,0.2857142857142857,0.0004985666209647265,0,1,0,0,0
2020,1,7.229113877793302,1,0,15,5,0.13333333333333333,0.0012464165524118161,0,1,0,0,0
2018,12,7.4821189235521155,2,1,2,2,0.5,0.0002492833104823632,0,1,0,0,0
2018,1,7.653020413804189,1,0,2,0,0.5,0.013710582076529976,0,1,0,0,0
2014,1,8.18646442942209,1,0,22,5,0.18181818181818182,0.0036146080019942664,2,1,0,0,0
2018,9,7.526178913346146,1,0,8,5,0.0,0.0003739249657235448,2,1,0,0,0
2022,5,6.26530121273771,1,0,112,5,0.125,0.010345257385018073,5,1,0,0,0
2018,6,7.580699752224563,1,0,63,6,0.09523809523809523,0.009098840832606257,5,0,1,0,0
2016,7,7.888709524182015,1,0,63,6,0.09523809523809523,0.013710582076529976,4,0,1,0,0
2023,7,4.727387818712341,2,1,17,5,0.5882352941176471,0.0006232082762059081,5,1,0,0,0
2022,10,5.8971538676367405,1,0,4,0,0.5,0.0006232082762059081,0,0,1,0,0
2018,3,7.629489916393995,1,0,1,0,0.0,0.0026174747600648134,0,1,0,0,0
2018,3,7.632885505395133,1,0,15,5,0.13333333333333333,0.004736382899164901,5,1,0,0,0
2019,6,7.3752557780097545,1,0,112,5,0.125,0.010345257385018073,0,1,0,0,0
2020,12,6.949856455000773,1,0,112,5,0.125,0.010345257385018073,0,1,0,0,0
2016,3,7.926241523170962,1,0,7,0,0.14285714285714285,0.013835223731771158,0,1,0,0,0
2022,11,5.877735781779639,1,0,8,5,0.0,0.0012464165524118161,0,1,0,0,0
2021,6,6.759255270663693,1,0,11,5,0.18181818181818182,0.02492833104823632,0,1,0,0,0
2021,6,6.74993119378857,2,1,5,5,0.4,0.0007478499314470896,0,1,0,0,0
2021,8,6.673297967767654,2,1,5,5,0.8,0.0002492833104823632,0,1,0,0,0
2022,7,6.150602768446279,1,0,4,2,0.25,0.005982799451576717,2,1,0,0,0
2020,2,7.213768308118642,1,0,8,5,0.125,0.013835223731771158,2,1,0,0,0
2020,2,7.198183577101943,2,1,15,5,0.13333333333333333,0.0006232082762059081,2,1,0,0,0
2018,10,7.510430556378006,1,0,40,5,0.225,0.019693381528106693,2,1,0,0,0
2019,4,7.419380582918692,1,0,50,7,0.0,0.0013710582076529975,5,1,0,0,0
2017,11,7.682943169878292,2,1,38,5,0.34210526315789475,0.013710582076529976,5,1,0,0,0
2021,4,6.836259277277067,1,0,2,0,0.0,0.0002492833104823632,0,0,1,0,0
2018,12,7.48324441607385,1,0,15,5,0.13333333333333333,0.0012464165524118161,0,0,1,0,0
2021,9,6.655440350367647,1,0,21,6,0.047619047619047616,0.0034899663467530847,4,0,1,0,0
2023,4,5.241747015059643,1,0,8,2,0.0,0.004736382899164901,0,0,1,0,0
2022,5,6.238324625039508,1,0,33,5,0.42424242424242425,0.013710582076529976,2,0,1,0,0
2022,1,6.434546518787453,2,1,5,5,0.8,0.029664713947401222,2,1,0,0,0
2021,3,6.836259277277067,1,0,8,5,0.125,0.013835223731771158,2,0,1,0,0
2015,11,7.962067308753666,1,0,13,5,0.3076923076923077,0.01171631559267107,0,1,0,0,0
2022,11,5.817111159963204,1,0,4,2,0.25,0.0008724915866882712,0,0,1,0,0
2004,3,8.874028122556336,1,0,7,5,0.0,0.009472765798329803,2,1,0,0,0
2021,7,6.690842277418564,1,0,2,2,0.0,0.029664713947401222,0,0,1,0,0
2022,7,6.12029741895095,1,0,8,5,0.0,0.005982799451576717,0,0,1,0,0
2017,4,7.771910256435763,1,0,17,5,0.058823529411764705,0.0024928331048236323,2,1,0,0,0
2020,11,6.96979066990159,1,0,4,2,0.0,0.0003739249657235448,0,1,0,0,0
2020,12,6.943122422819428,2,1,2,0,0.5,0.0012464165524118161,0,1,0,0,0
2021,6,6.726233402358747,1,0,3,2,0.3333333333333333,0.0002492833104823632,0,1,0,0,0
2022,2,6.38856140554563,1,0,2,0,0.5,0.0008724915866882712,0,1,0,0,0
2021,10,6.559615237493242,1,0,3,2,0.0,0.0003739249657235448,0,1,0,0,0
2016,6,7.886081401775745,1,0,112,5,0.125,0.010345257385018073,5,0,1,0,0
2016,6,7.88344635413774,2,1,8,5,0.375,0.013835223731771158,5,1,0,0,0
2018,8,7.529406457837013,1,0,7,5,0.0,0.029664713947401222,3,0,1,0,0
2020,11,6.943122422819428,1,0,5,2,0.0,0.006855291038264988,0,0,1,0,0
2022,10,5.857933154483459,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2015,11,7.959625305098115,1,0,13,5,0.3076923076923077,0.01171631559267107,3,0,1,0,0
2019,5,7.3752557780097545,1,0,5,2,0.0,0.0024928331048236323,0,1,0,0,0
2020,8,7.027314514039777,2,1,42,5,0.19047619047619047,0.005608874485853172,5,1,0,0,0
2020,5,7.1276936993473985,2,1,23,5,0.391304347826087,0.013835223731771158,0,1,0,0,0
2019,8,7.311886164077165,1,0,14,5,0.14285714285714285,0.003988532967717812,0,1,0,0,0
2021,3,6.828712071641684,1,0,40,5,0.125,0.0034899663467530847,0,1,0,0,0
2016,7,7.878155336503324,1,0,1,0,0.0,0.013710582076529976,0,1,0,0,0
2021,2,6.851184927493743,3,1,22,5,0.5,0.0028667580705471767,0,1,0,0,0
2021,10,6.551080335043404,1,0,1,0,0.0,0.013835223731771158,0,1,0,0,0
2022,12,5.683579767338681,2,1,6,2,0.3333333333333333,0.010220615729776892,0,1,0,0,0
2023,6,4.736198448394496,1,0,87,5,0.25287356321839083,0.019693381528106693,0,1,0,0,0
2020,11,6.943122422819428,1,0,19,5,0.21052631578947367,0.0034899663467530847,3,0,1,0,0
2017,7,7.72356247227797,2,1,38,5,0.34210526315789475,0.009098840832606257,5,1,0,0,0
2021,11,6.502790045915623,1,0,33,6,0.2727272727272727,0.0003739249657235448,5,1,0,0,0
1998,11,9.113719333371757,1,0,3,0,0.0,0.0012464165524118161,0,1,0,0,0
2012,3,8.343791731996841,1,0,1,0,0.0,0.0001246416552411816,0,0,1,0,0
2015,8,7.988542982737695,1,0,1,0,0.0,0.004736382899164901,0,0,1,0,0
2021,11,6.504288173536645,2,1,7,2,0.14285714285714285,0.01171631559267107,0,1,0,0,0
2019,10,7.251344983372214,1,0,1,0,0.0,0.029664713947401222,0,1,0,0,0
2016,11,7.815207062189088,2,1,27,5,0.25925925925925924,0.013835223731771158,0,1,0,0,0
2019,6,7.3395376954076745,1,0,37,6,0.2972972972972973,0.0036146080019942664,0,1,0,0,0
2017,10,7.6760099320288875,3,1,5,5,0.8,0.029664713947401222,2,1,0,0,0
2022,3,6.289715570908998,1,0,19,5,0.05263157894736842,0.0017449831733765424,5,1,0,0,0
2022,10,5.7745515455444085,1,0,1,5,0.0,0.0004985666209647265,5,1,0,0,0
2018,2,7.621195162809845,1,0,1,5,0.0,0.029664713947401222,5,1,0,0,0
2021,10,6.541029999189903,1,0,42,5,0.19047619047619047,0.005608874485853172,2,1,0,0,0
2022,6,6.095824562432225,1,0,10,5,0.0,0.0007478499314470896,2,1,0,0,0
2017,7,7.719573989259581,1,0,2,2,0.5,0.0001246416552411816,2,1,0,0,0
2022,6,6.135564891081739,1,0,37,5,0.24324324324324326,0.0034899663467530847,2,0,1,0,0
2020,10,6.96979066990159,1,0,9,3,0.0,0.0012464165524118161,0,1,0,0,0
2020,4,7.1316985104669115,1,0,2,0,0.0,0.0002492833104823632,0,1,0,0,0
2021,7,6.650279048587422,1,0,9,5,0.0,0.003988532967717812,0,1,0,0,0
2019,2,7.421177528595393,1,0,4,0,0.0,0.0003739249657235448,0,1,0,0,0
2018,12,7.455298485683291,1,0,4,0,0.0,0.0003739249657235448,0,1,0,0,0
2021,4,6.760414691083428,1,0,63,6,0.09523809523809523,0.0026174747600648134,0,1,0,0,0
2021,7,6.665683717782408,1,0,54,5,0.14814814814814814,0.004861024554406083,0,1,0,0,0
2022,5,6.150602768446279,2,1,17,5,0.5882352941176471,0.013710582076529976,0,1,0,0,0
2020,9,6.983789965258135,1,0,63,6,0.09523809523809523,0.0026174747600648134,5,0,1,0,0
