source,target,match
WAZOO,Aïoli,0.239633
WAZOO,A Vista de Nas,0.239008
WAZOO,Cré Tonnerre,0.228747
WAZOO,Zgroop,0.225219
WAZOO,Bézu,0.22492
WAZOO,La Band'annonce,0.220796
WAZOO,Licence IV,0.218767
WAZOO,DaPoule,0.217885
WAZOO,Phenomenal Club,0.216153
WAZOO,Azka,0.215964
WAZOO,BORIS & MORIS,0.212277
WAZOO,Peter & Sloane,0.210039
WAZOO,Sans Prétention,0.204558
WAZOO,Gérard Blanchard,0.203521
WEJDENE,Aya Nakamura,1.0
WEJDENE,Ronisia,0.7544
WEJDENE,Shay,0.704883
WEJDENE,Imen Es,0.495349
WEJDENE,Gims,0.489762
WEJDENE,Nej,0.487569
WEJDENE,Marwa Loud,0.449563
WEJDENE,Jul,0.430778
WEJDENE,Dadju,0.416667
WEJDENE,Vitaa,0.377615
WEJDENE,Tiakola,0.366404
WEJDENE,Soprano,0.349846
WEJDENE,Lartiste,0.349084
WEJDENE,Zaho,0.346535
WEJDENE,Heuss L'enfoiré,0.330611
WEJDENE,Gradur,0.317991
WEJDENE,jäde,0.317645
WEJDENE,Tayc,0.309312
WEJDENE,Corneille,0.299759
WEJDENE,Booba,0.28786
WEJDENE,Lyna Mahyem,0.284259
WEJDENE,RnBoi,0.278882
WEJDENE,Genezio,0.278447
WEJDENE,Jok'Air,0.266199
WEJDENE,Juliette Armanet,0.259125
WEJDENE,S.Pri Noir,0.254519
WEJDENE,M. Pokora,0.254228
WEJDENE,Triangle des Bermudes,0.252894
WEJDENE,Chilla,0.25221
WEJDENE,Diam's,0.248345
WERENOI,Ninho,1.0
WERENOI,L2B,0.539565
WERENOI,Gaulois,0.509485
WERENOI,Jul,0.50536
WERENOI,Djadja & Dinaz,0.454619
WERENOI,Rim'K,0.408993
WERENOI,Beendo Z,0.385235
WERENOI,Franglish,0.374209
WERENOI,Nahir,0.36179
WERENOI,Freeze Corleone,0.35511
WERENOI,La Fouine,0.346376
WERENOI,Moha La Squale,0.324047
WERENOI,GLK,0.313006
WERENOI,Kalash Criminel,0.2984
WERENOI,Yaro,0.283347
WERENOI,Kaza,0.267743
WERENOI,kpoint,0.255834
WERENOI,KEKRA,0.244474
WERENOI,Nekfeu,0.223159
WERENOI,J9ueve,0.216989
WERENOI,Bramsito,0.202055
WERENOI,Emkal,0.193751
WERENOI,Bekar,0.180071
WERENOI,Vald,0.177827
WERENOI,Jungeli,0.1765
WERENOI,Kofs,0.174698
WERENOI,Lesram,0.173112
WERENOI,Black M,0.159836
WERENOI,Osirus Jack,0.153793
WERENOI,B.B. Jacques,0.147738
WES,Skye Riley,1.0
WES,Kaya Conky,0.557857
WES,Irmãs de Pau,0.546118
WES,Katy da Voz e as abusadas,0.537161
WES,Moliy,0.496445
WES,Los Del Río,0.46425
WES,Dr. Alban,0.44322
WES,Sonique,0.434115
WES,DJ Bobo,0.421129
WES,M People,0.392167
WES,Dornelles,0.390799
WES,Whigfield,0.383137
WES,Gala,0.378137
WES,Kate Ryan,0.373958
WES,Danny Bond,0.354959
WES,Carlos do Complexo,0.341384
WES,Corona,0.341065
WES,Madonna,0.307599
WES,CLEMENTAUM,0.306052
WES,Vengaboys,0.299762
WES,CHRISTOPHER LUZ,0.299045
WES,Londonbeat,0.283567
WES,Haddaway,0.281871
WES,S4TAN,0.276409
WES,Alcazar,0.274977
WES,Lady Gaga,0.27362
WES,Agnes,0.269439
WES,C+C Music Factory,0.26607
WES,Lia Clark,0.264706
WES,Duquesa,0.26326
WESTLIFE,Boyzone,1.0
WESTLIFE,Shane Filan,0.874741
WESTLIFE,A1,0.859161
WESTLIFE,Blue,0.694818
WESTLIFE,Michael Learns to Rock,0.647512
WESTLIFE,Backstreet Boys,0.563878
WESTLIFE,Ronan Keating,0.55435
WESTLIFE,Gareth Gates,0.513736
WESTLIFE,Shayne Ward,0.508942
WESTLIFE,98º,0.418851
WESTLIFE,Five,0.387803
WESTLIFE,O-Town,0.31962
WESTLIFE,Nick Carter,0.311538
WESTLIFE,911,0.296239
WESTLIFE,*NSYNC,0.291581
WESTLIFE,Steps,0.287172
WESTLIFE,Brian McFadden,0.267192
WESTLIFE,Take That,0.247441
WESTLIFE,David Archuleta,0.232633
WESTLIFE,Leona Lewis,0.224597
WESTLIFE,All-4-One,0.214536
WESTLIFE,Daniel Bedingfield,0.214112
WESTLIFE,New Kids on the Block,0.205883
WESTLIFE,The Corrs,0.198522
WESTLIFE,LeAnn Rimes,0.188575
WESTLIFE,A*Teens,0.188062
WESTLIFE,Will Young,0.182712
WESTLIFE,Christian Bautista,0.182
WESTLIFE,Lawson,0.177594
WESTLIFE,Céline Dion,0.176492
WET WET WET,Deacon Blue,1.0
WET WET WET,Boyzone,0.953946
WET WET WET,The Beautiful South,0.847496
WET WET WET,Jason Donovan,0.823571
WET WET WET,Paul Young,0.822828
WET WET WET,Dina Carroll,0.804444
WET WET WET,East 17,0.801899
WET WET WET,Go West,0.792967
WET WET WET,Johnny Hates Jazz,0.787633
WET WET WET,Climie Fisher,0.783037
WET WET WET,Bros,0.773454
WET WET WET,M People,0.772681
WET WET WET,T'Pau,0.761223
WET WET WET,Bananarama,0.745719
WET WET WET,Jimmy Nail,0.708747
WET WET WET,Mike & The Mechanics,0.702941
WET WET WET,Richard Marx,0.701991
WET WET WET,Curiosity Killed the Cat,0.68475
WET WET WET,The Christians,0.675108
WET WET WET,Belinda Carlisle,0.672726
WET WET WET,Peter Cetera,0.672443
WET WET WET,Ronan Keating,0.665875
WET WET WET,Alison Moyet,0.65086
WET WET WET,Danny Wilson,0.639653
WET WET WET,Cock Robin,0.633557
WET WET WET,Texas,0.631268
WET WET WET,Nik Kershaw,0.629816
WET WET WET,Lisa Stansfield,0.627865
WET WET WET,Five Star,0.626212
WET WET WET,Cliff Richard,0.600376
WHAM,George Michael,1.0
WHAM,Culture Club,0.239504
WHAM,Bananarama,0.219811
WHAM,Hall & Oates,0.209534
WHAM,Johnny Hates Jazz,0.209003
WHAM,Paul Young,0.202757
WHAM,Rick Astley,0.201852
WHAM,Billy Ocean,0.201697
WHAM,Kajagoogoo,0.19936
WHAM,Spandau Ballet,0.194444
WHAM,Mel & Kim,0.193608
WHAM,Nik Kershaw,0.183566
WHAM,Go West,0.183245
WHAM,Duran Duran,0.179633
WHAM,Naked Eyes,0.175461
WHAM,Level 42,0.173425
WHAM,Dead or Alive,0.170997
WHAM,Thompson Twins,0.170671
WHAM,The Communards,0.170585
WHAM,Frankie Goes to Hollywood,0.168504
WHAM,Band Aid,0.165952
WHAM,Pet Shop Boys,0.165367
WHAM,Tears for Fears,0.15531
WHAM,Kenny Loggins,0.154594
WHAM,Eurythmics,0.154092
WHAM,Irene Cara,0.153297
WHAM,The Bangles,0.150969
WHAM,ABC,0.150705
WHAM,Paula Abdul,0.1493
WHAM,Fine Young Cannibals,0.145774
WHAT FOR,Thierry Amiel,1.0
WHAT FOR,Eve Angeli,0.780783
WHAT FOR,Melissa Mars,0.740583
WHAT FOR,Linkup,0.725551
WHAT FOR,Jérémy Chatelain,0.709413
WHAT FOR,Alliage & Boyzone,0.578284
WHAT FOR,Sofia Essaïdi,0.553634
WHAT FOR,Jonatan Cerrada,0.546203
WHAT FOR,David Charvet,0.533559
WHAT FOR,Star Academy 2,0.533155
WHAT FOR,Whatfor,0.511094
WHAT FOR,Steeve Estatof,0.503417
WHAT FOR,Alphonse Brown,0.476908
WHAT FOR,Nouvelle Star,0.476294
WHAT FOR,Kamel Ouali,0.468234
WHAT FOR,Marianne James,0.467913
WHAT FOR,Willy Denzey,0.462906
WHAT FOR,Myriam Abel,0.455984
WHAT FOR,Bratisla Boys,0.444477
WHAT FOR,Elsa & Glenn Medeiros,0.444059
WHAT FOR,Dana Dawson,0.420381
WHAT FOR,Sandy Valentino,0.416449
WHAT FOR,Teri Moïse,0.383917
WHAT FOR,Starmania,0.369688
WHAT FOR,Benoît,0.368477
WHAT FOR,Julien,0.336891
WHAT FOR,Louisy Joseph,0.323172
WHAT FOR,Diadems,0.322042
WHAT FOR,Marc Lavoine & Bambou,0.319198
WHAT FOR,Quentin Mosimann,0.303635
WHIGFIELD,Fun Factory,1.0
WHIGFIELD,Playahitty,0.965239
WHIGFIELD,DJ Bobo,0.878948
WHIGFIELD,Real McCoy,0.863682
WHIGFIELD,Nicki French,0.846626
WHIGFIELD,Alexia,0.823817
WHIGFIELD,2 Unlimited,0.809743
WHIGFIELD,Twenty 4 Seven,0.805718
WHIGFIELD,Culture Beat,0.799042
WHIGFIELD,Mr. President,0.79159
WHIGFIELD,Corona,0.7742
WHIGFIELD,Ann Lee,0.768622
WHIGFIELD,Double You,0.755011
WHIGFIELD,Masterboy,0.754576
WHIGFIELD,Cappella,0.720522
WHIGFIELD,Ice MC,0.719371
WHIGFIELD,Captain Hollywood Project,0.700953
WHIGFIELD,2 Brothers on the 4th Floor,0.697783
WHIGFIELD,Vengaboys,0.696539
WHIGFIELD,Dr. Alban,0.682669
WHIGFIELD,Technotronic,0.676899
WHIGFIELD,La Bouche,0.672868
WHIGFIELD,Magic Affair,0.614433
WHIGFIELD,Haddaway,0.607288
WHIGFIELD,Sash!,0.569448
WHIGFIELD,Snap!,0.563487
WHIGFIELD,E-Rotic,0.548284
WHIGFIELD,No Mercy,0.540287
WHIGFIELD,Ace of Base,0.539015
WHIGFIELD,Gina G,0.519053
WHITE TOWN,EMF,1.0
WHITE TOWN,Republica,0.807157
WHITE TOWN,Fastball,0.690415
WHITE TOWN,Eagle-Eye Cherry,0.613847
WHITE TOWN,Semisonic,0.60521
WHITE TOWN,Jesus Jones,0.601349
WHITE TOWN,New Radicals,0.5887
WHITE TOWN,Primitive Radio Gods,0.569274
WHITE TOWN,Edwyn Collins,0.565354
WHITE TOWN,Toad The Wet Sprocket,0.553279
WHITE TOWN,Bran Van 3000,0.540365
WHITE TOWN,Sohodolls,0.540136
WHITE TOWN,The Beloved,0.538205
WHITE TOWN,Marcy Playground,0.531114
WHITE TOWN,Harvey Danger,0.526877
WHITE TOWN,Chumbawamba,0.523773
WHITE TOWN,The Connells,0.51768
WHITE TOWN,Spacehog,0.517191
WHITE TOWN,Jennifer Paige,0.515926
WHITE TOWN,Stereo MC's,0.489639
WHITE TOWN,I Monster,0.486309
WHITE TOWN,OMC,0.474843
WHITE TOWN,Spin Doctors,0.471449
WHITE TOWN,Babylon Zoo,0.461069
WHITE TOWN,C+C Music Factory,0.455781
WHITE TOWN,Primal Scream,0.454007
WHITE TOWN,Thom Yorke,0.441491
WHITE TOWN,Gin Blossoms,0.43771
WHITE TOWN,Savage Garden,0.429631
WHITE TOWN,Sugar Ray,0.423823
WHITNEY HOUSTON,Toni Braxton,1.0
WHITNEY HOUSTON,Mariah Carey,0.930735
WHITNEY HOUSTON,Céline Dion,0.809157
WHITNEY HOUSTON,Janet Jackson,0.683815
WHITNEY HOUSTON,Jennifer Hudson,0.655305
WHITNEY HOUSTON,Dionne Warwick,0.641147
WHITNEY HOUSTON,Mariah Carey & Whitney Houston,0.573498
WHITNEY HOUSTON,Patti LaBelle,0.572083
WHITNEY HOUSTON,Deborah Cox,0.558487
WHITNEY HOUSTON,Destiny's Child,0.55698
WHITNEY HOUSTON,Tina Turner,0.546638
WHITNEY HOUSTON,Mary J. Blige,0.545751
WHITNEY HOUSTON,Brandy,0.52674
WHITNEY HOUSTON,Monica,0.508282
WHITNEY HOUSTON,Anita Baker,0.494267
WHITNEY HOUSTON,Vanessa Williams,0.469122
WHITNEY HOUSTON,Diana Ross,0.463747
WHITNEY HOUSTON,Cher,0.460829
WHITNEY HOUSTON,Faith Evans,0.453452
WHITNEY HOUSTON,Alicia Keys,0.445119
WHITNEY HOUSTON,En Vogue,0.436438
WHITNEY HOUSTON,Christina Aguilera,0.436326
WHITNEY HOUSTON,Aaliyah,0.434749
WHITNEY HOUSTON,Luther Vandross,0.426775
WHITNEY HOUSTON,Tamar Braxton,0.418253
WHITNEY HOUSTON,Tamia,0.413405
WHITNEY HOUSTON,TLC,0.396867
WHITNEY HOUSTON,Chaka Khan,0.39449
WHITNEY HOUSTON,Paula Abdul,0.389749
WHITNEY HOUSTON,Donna Summer,0.367375
WILEY,D Double E,1.0
WILEY,JME,0.939699
WILEY,Roll Deep,0.856766
WILEY,Lethal Bizzle,0.830394
WILEY,Dizzee Rascal,0.757402
WILEY,Frisco,0.679498
WILEY,Tempa T,0.679108
WILEY,Kano,0.659146
WILEY,Skepta,0.645509
WILEY,P Money,0.608689
WILEY,Ruff Sqwad,0.580334
WILEY,Chip,0.580059
WILEY,Ghetts,0.545249
WILEY,Giggs,0.522311
WILEY,Devlin,0.453961
WILEY,Stormzy,0.445017
WILEY,Jammer,0.403236
WILEY,CASisDEAD,0.333613
WILEY,Tinchy Stryder,0.321754
WILEY,AJ Tracey,0.31858
WILEY,Headie One,0.310119
WILEY,Tinie Tempah,0.300842
WILEY,Unknown T,0.298022
WILEY,Ocean Wisdom,0.290156
WILEY,J Hus,0.287995
WILEY,Novelist,0.283357
WILEY,JayKae,0.271638
WILEY,Bugzy Malone,0.271542
WILEY,Sir Spyro,0.264341
WILEY,Kurupt FM,0.263457
WILL SMITH,DJ Jazzy Jeff & The Fresh Prince,1.0
WILL SMITH,Nelly,0.569739
WILL SMITH,LL Cool J,0.484523
WILL SMITH,Ja Rule,0.478482
WILL SMITH,MC Hammer,0.456046
WILL SMITH,Timbaland,0.453553
WILL SMITH,B.o.B,0.439228
WILL SMITH,Ludacris,0.436607
WILL SMITH,Vanilla Ice,0.431517
WILL SMITH,Salt-N-Pepa,0.431469
WILL SMITH,Mase,0.413998
WILL SMITH,Kris Kross,0.413363
WILL SMITH,Chingy,0.389471
WILL SMITH,Black Eyed Peas,0.388833
WILL SMITH,Flo Rida,0.371507
WILL SMITH,will.i.am,0.345256
WILL SMITH,Missy Elliott,0.344053
WILL SMITH,Naughty By Nature,0.342662
WILL SMITH,Sisqó,0.340761
WILL SMITH,Coolio,0.340628
WILL SMITH,R. Kelly,0.330396
WILL SMITH,Fabolous,0.323992
WILL SMITH,Puff Daddy,0.323702
WILL SMITH,Macklemore & Ryan Lewis,0.323699
WILL SMITH,Akon,0.319101
WILL SMITH,B2K,0.318413
WILL SMITH,Skee-Lo,0.317528
WILL SMITH,Xzibit,0.316697
WILL SMITH,Pharrell Williams,0.31509
WILL SMITH,Montell Jordan,0.308032
WILLIAM SHELLER,Alain Souchon,1.0
WILLIAM SHELLER,Julien Clerc,0.814104
WILLIAM SHELLER,Michel Jonasz,0.784229
WILLIAM SHELLER,Jacques Higelin,0.779942
WILLIAM SHELLER,Michel Polnareff,0.741933
WILLIAM SHELLER,Alain Chamfort,0.730546
WILLIAM SHELLER,Bernard Lavilliers,0.717554
WILLIAM SHELLER,Eddy Mitchell,0.702441
WILLIAM SHELLER,Véronique Sanson,0.69864
WILLIAM SHELLER,Laurent Voulzy,0.668745
WILLIAM SHELLER,Étienne Daho,0.663758
WILLIAM SHELLER,Claude Nougaro,0.660814
WILLIAM SHELLER,Maxime Le Forestier,0.63903
WILLIAM SHELLER,Alain Bashung,0.636701
WILLIAM SHELLER,Michel Berger,0.624512
WILLIAM SHELLER,Christophe,0.548892
WILLIAM SHELLER,Daniel Balavoine,0.540088
WILLIAM SHELLER,Marc Lavoine,0.531573
WILLIAM SHELLER,Michel Delpech,0.531501
WILLIAM SHELLER,Francis Cabrel,0.531005
WILLIAM SHELLER,Michel Sardou,0.518422
WILLIAM SHELLER,Renaud,0.500225
WILLIAM SHELLER,Serge Reggiani,0.495513
WILLIAM SHELLER,Yves Simon,0.490351
WILLIAM SHELLER,Les Innocents,0.472259
WILLIAM SHELLER,Johnny Hallyday,0.468496
WILLIAM SHELLER,Patrick Juvet,0.466363
WILLIAM SHELLER,Michel Fugain,0.454462
WILLIAM SHELLER,Jean-Louis Murat,0.448549
WILLIAM SHELLER,Serge Lama,0.432219
WILLIAM SINGE,SoMo,1.0
WILLIAM SINGE,ASTN,0.988021
WILLIAM SINGE,Shaker,0.825825
WILLIAM SINGE,August Alsina,0.8038
WILLIAM SINGE,Marc E. Bassy,0.717947
WILLIAM SINGE,Chris Grey,0.68494
WILLIAM SINGE,Janine,0.67269
WILLIAM SINGE,Chase Atlantic,0.649124
WILLIAM SINGE,Kiana Ledé,0.647598
WILLIAM SINGE,Zandros,0.640126
WILLIAM SINGE,Nbdy,0.63418
WILLIAM SINGE,Maejor,0.604648
WILLIAM SINGE,11:11,0.564276
WILLIAM SINGE,Pia Mia,0.559952
WILLIAM SINGE,Ari Abdul,0.553913
WILLIAM SINGE,JayDon,0.551945
WILLIAM SINGE,Devvon Terrell,0.551813
WILLIAM SINGE,Ashlee,0.541412
WILLIAM SINGE,PLVTINUM,0.540398
WILLIAM SINGE,Tone Stith,0.528961
WILLIAM SINGE,Queen Naija,0.518329
WILLIAM SINGE,Yo Trane,0.516576
WILLIAM SINGE,No Rome,0.514942
WILLIAM SINGE,Travis Garland,0.514771
WILLIAM SINGE,Justine Skye,0.512261
WILLIAM SINGE,VEDO,0.508201
WILLIAM SINGE,Trey Songz,0.504922
WILLIAM SINGE,Always Never,0.504092
WILLIAM SINGE,Eric Bellinger,0.503856
WILLIAM SINGE,Bazzi,0.494343
WILLY DENZEY,Kayliah,1.0
WILLY DENZEY,Assia,0.861189
WILLY DENZEY,Wallen,0.847406
WILLY DENZEY,Humphrey,0.705704
WILLY DENZEY,Jalane,0.676158
WILLY DENZEY,Mathieu Edward,0.631279
WILLY DENZEY,Singuila,0.621627
WILLY DENZEY,Tribal King,0.562568
WILLY DENZEY,Melissa M,0.50345
WILLY DENZEY,Lynnsha,0.498378
WILLY DENZEY,Kayna Samet,0.383009
WILLY DENZEY,Laure Milan,0.37081
WILLY DENZEY,Tony Parker,0.334345
WILLY DENZEY,Medhy Custos,0.31785
WILLY DENZEY,Poetic Lover,0.317168
WILLY DENZEY,Tunisiano,0.304396
WILLY DENZEY,Matt Houston,0.299009
WILLY DENZEY,projet facteur x²,0.262086
WILLY DENZEY,Lord Kossity,0.250709
WILLY DENZEY,Paul Cless,0.225308
WILLY DENZEY,Ménélik,0.205513
WILLY DENZEY,Facteur X,0.202863
WILLY DENZEY,Teri Moïse,0.185526
WILLY DENZEY,Tribal Jam,0.163837
WILLY DENZEY,Canardo,0.163133
WILLY DENZEY,Mokobé,0.15923
WILLY DENZEY,DJ Abdel,0.15165
WILLY DENZEY,Bisso na Bisso,0.144904
WILLY DENZEY,Makassy,0.133184
WILLY DENZEY,Menelik,0.131368
WILLY WILLIAM,Omi,1.0
WILLY WILLIAM,Jessy Matador,0.68424
WILLY WILLIAM,Soprano,0.296046
WILLY WILLIAM,Magic System,0.263912
WILLY WILLIAM,Black M,0.232772
WILLY WILLIAM,Sound of Legend,0.215851
WILLY WILLIAM,Collectif Métissé,0.209664
WILLY WILLIAM,Gims,0.209587
WILLY WILLIAM,Keen'V,0.202449
WILLY WILLIAM,Ofenbach,0.200422
WILLY WILLIAM,Kendji Girac,0.196603
WILLY WILLIAM,Ridsa,0.188503
WILLY WILLIAM,Indila,0.185497
WILLY WILLIAM,Dimitri Vegas  Like Mike,0.172932
WILLY WILLIAM,Fly Project,0.158759
WILLY WILLIAM,Amir,0.157677
WILLY WILLIAM,David Guetta,0.150591
WILLY WILLIAM,Mohombi,0.14573
WILLY WILLIAM,Robin Schulz,0.143952
WILLY WILLIAM,Gabry Ponte,0.139932
WILLY WILLIAM,Jax Jones,0.139486
WILLY WILLIAM,Sexion d'Assaut,0.138979
WILLY WILLIAM,Lucenzo,0.138641
WILLY WILLIAM,DJ Antoine,0.135977
WILLY WILLIAM,R3hab,0.135545
WILLY WILLIAM,Vegedream,0.132953
WILLY WILLIAM,Luis Fonsi,0.130781
WILLY WILLIAM,LUM!X,0.129101
WILLY WILLIAM,Claudio Capéo,0.129064
WILLY WILLIAM,Feder,0.125941
WILSKO,Jogga,1.0
WILSKO,DJ SAMS,0.964503
WILSKO,Samy Lrzo,0.883633
WILSKO,CDG,0.874444
WILSKO,Dy La Mano,0.804
WILSKO,Mkz03,0.752885
WILSKO,Louzio,0.661279
WILSKO,Gino J,0.64971
WILSKO,Hulk Van JMF,0.648468
WILSKO,SevMokonzi,0.59534
WILSKO,Tayron Kwidan's,0.595109
WILSKO,YNS,0.551872
WILSKO,Liim’s,0.498174
WILSKO,Negrito,0.479652
WILSKO,M.Y.B.,0.473458
WILSKO,Ntaba 2 London,0.46472
WILSKO,Kupala,0.454272
WILSKO,Mauvais Djo,0.45177
WILSKO,Bolemvn,0.45007
WILSKO,DK2fois,0.431583
WILSKO,DCartier,0.42779
WILSKO,Rolls Des Nuances,0.42059
WILSKO,Dj BaBs,0.418176
WILSKO,Bruzer,0.400409
WILSKO,Nathan Updc,0.396409
WILSKO,MESSLD,0.389653
WILSKO,Teevii,0.387253
WILSKO,Oskoow,0.371559
WILSKO,JD LSK,0.369499
WILSKO,Doulkha,0.365431
WISIN,Yandel,1.0
WISIN,Nicky Jam,0.66431
WISIN,Ozuna,0.611514
WISIN,Wisin & Yandel,0.610387
WISIN,Daddy Yankee,0.511831
WISIN,Wisin y Yandel,0.485065
WISIN,Alexis y Fido,0.476359
WISIN,Nio Garcia,0.462579
WISIN,Farruko,0.459022
WISIN,J Balvin,0.440484
WISIN,Piso 21,0.428496
WISIN,Don Omar,0.421498
WISIN,Tony Dize,0.403692
WISIN,Zion & Lennox,0.399347
WISIN,Alex Gargolas,0.398403
WISIN,Sech,0.395325
WISIN,De La Ghetto,0.392162
WISIN,Maluma,0.390224
WISIN,Brray,0.357923
WISIN,J Alvarez,0.3538
WISIN,Jory Boy,0.342318
WISIN,Gente de Zona,0.339022
WISIN,Tito El Bambino,0.335757
WISIN,Reykon,0.334489
WISIN,Alexis & Fido,0.327996
WISIN,Justin Quiles,0.327575
WISIN,Jowell & Randy,0.32581
WISIN,Zion,0.320842
WISIN,Anuel AA,0.314697
WISIN,Angel y Khriz,0.314469
WIXO,RnBoi,1.0
WIZ KHALIFA,Curren$y,1.0
WIZ KHALIFA,Juicy J,0.939644
WIZ KHALIFA,Berner,0.809268
WIZ KHALIFA,2 Chainz,0.697874
WIZ KHALIFA,T.I.,0.691334
WIZ KHALIFA,Snoop Dogg & Wiz Khalifa,0.655868
WIZ KHALIFA,Smoke DZA,0.58645
WIZ KHALIFA,Young Jeezy,0.5748
WIZ KHALIFA,Lil' Wayne,0.565096
WIZ KHALIFA,Rick Ross,0.54841
WIZ KHALIFA,Meek Mill,0.532055
WIZ KHALIFA,Larry June,0.531561
WIZ KHALIFA,Plies,0.520782
WIZ KHALIFA,Dom Kennedy,0.509599
WIZ KHALIFA,Big Sean,0.487049
WIZ KHALIFA,Tyga,0.486387
WIZ KHALIFA,YG,0.47951
WIZ KHALIFA,Flatbush ZOMBiES,0.461048
WIZ KHALIFA,French Montana,0.460596
WIZ KHALIFA,Fabolous,0.447757
WIZ KHALIFA,Wale,0.447478
WIZ KHALIFA,Young Dolph,0.432493
WIZ KHALIFA,The Game,0.423668
WIZ KHALIFA,B.o.B,0.421879
WIZ KHALIFA,Nipsey Hussle,0.41779
WIZ KHALIFA,Kid Ink,0.41611
WIZ KHALIFA,Kid Cudi,0.412937
WIZ KHALIFA,Key Glock,0.407186
WIZ KHALIFA,Ludacris,0.406131
WIZ KHALIFA,Rich the Kid,0.398451
WIZKID,Asake,1.0
WIZKID,Burna Boy,0.930088
WIZKID,BNXN,0.903053
WIZKID,Olamide,0.871101
WIZKID,Davido,0.812212
WIZKID,Seyi Vibez,0.799109
WIZKID,Starboy,0.798475
WIZKID,DJ Tunez,0.792987
WIZKID,Rema,0.787683
WIZKID,Young Jonn,0.72373
WIZKID,Fireboy DML,0.681501
WIZKID,Shallipopi,0.680261
WIZKID,Omah Lay,0.667293
WIZKID,Victony,0.639212
WIZKID,Odumodublvck,0.624789
WIZKID,RUNTOWN,0.595027
WIZKID,Ruger,0.576284
WIZKID,Adekunle GOLD,0.551457
WIZKID,Zlatan,0.5429
WIZKID,Kizz Daniel,0.520368
WIZKID,Spinall,0.492596
WIZKID,Mayorkun,0.489649
WIZKID,Ycee,0.484008
WIZKID,Oxlade,0.481858
WIZKID,Wande Coal,0.474546
WIZKID,Joeboy,0.473889
WIZKID,Bella Shmurda,0.465939
WIZKID,Lil Kesh,0.464404
WIZKID,Tekno,0.456031
WIZKID,Sarz,0.446297
WIZTHEMC,Gims,1.0
WIZTHEMC,Topic,0.895606
WIZTHEMC,Flo Rida,0.719784
WIZTHEMC,Ninho,0.710288
WIZTHEMC,Jordan Adetunji,0.689536
WIZTHEMC,G-Eazy,0.651729
WIZTHEMC,Internet Money,0.631226
WIZTHEMC,French Montana,0.628439
WIZTHEMC,Damso,0.617968
WIZTHEMC,Tyga,0.603226
WIZTHEMC,Macklemore,0.582288
WIZTHEMC,Rilès,0.558992
WIZTHEMC,Burna Boy,0.555524
WIZTHEMC,Sexion d'Assaut,0.552128
WIZTHEMC,Nekfeu,0.538693
WIZTHEMC,Disiz,0.534309
WIZTHEMC,Rvfv,0.518273
WIZTHEMC,Post Malone,0.506769
WIZTHEMC,Morad,0.49726
WIZTHEMC,Josman,0.495561
WIZTHEMC,Sickick,0.492529
WIZTHEMC,makko,0.486623
WIZTHEMC,Pitbull,0.47206
WIZTHEMC,JACKBOYS,0.46026
WIZTHEMC,24kGoldn,0.460186
WIZTHEMC,Nasty C,0.452523
WIZTHEMC,PNL,0.437609
WIZTHEMC,Kardinal Offishall,0.435451
WIZTHEMC,Orelsan,0.431836
WIZTHEMC,will.i.am,0.429319
WOLFGANG AMADEUS MOZART,Ludwig van Beethoven,1.0
WOLFGANG AMADEUS MOZART,Johann Sebastian Bach,0.770934
WOLFGANG AMADEUS MOZART,Franz Schubert,0.744145
WOLFGANG AMADEUS MOZART,Johannes Brahms,0.728215
WOLFGANG AMADEUS MOZART,Franz Joseph Haydn,0.702136
WOLFGANG AMADEUS MOZART,Georg Friedrich Händel,0.682154
WOLFGANG AMADEUS MOZART,Giuseppe Verdi,0.582667
WOLFGANG AMADEUS MOZART,Felix Mendelssohn,0.558862
WOLFGANG AMADEUS MOZART,Antonín Dvořák,0.5388
WOLFGANG AMADEUS MOZART,Robert Schumann,0.528315
WOLFGANG AMADEUS MOZART,Antonio Vivaldi,0.523494
WOLFGANG AMADEUS MOZART,Edvard Grieg,0.506036
WOLFGANG AMADEUS MOZART,Frédéric Chopin,0.495144
WOLFGANG AMADEUS MOZART,Pyotr Ilyich Tchaikovsky,0.471847
WOLFGANG AMADEUS MOZART,Giacomo Puccini,0.468387
WOLFGANG AMADEUS MOZART,Gustav Mahler,0.463585
WOLFGANG AMADEUS MOZART,Franz Liszt,0.462111
WOLFGANG AMADEUS MOZART,Richard Wagner,0.442812
WOLFGANG AMADEUS MOZART,Georges Bizet,0.441859
WOLFGANG AMADEUS MOZART,Richard Strauss,0.421669
WOLFGANG AMADEUS MOZART,Maurice Ravel,0.414312
WOLFGANG AMADEUS MOZART,Gabriel Fauré,0.403781
WOLFGANG AMADEUS MOZART,Sir Edward Elgar,0.400417
WOLFGANG AMADEUS MOZART,Sergei Rachmaninoff,0.392574
WOLFGANG AMADEUS MOZART,Jean Sibelius,0.389867
WOLFGANG AMADEUS MOZART,Gioacchino Rossini,0.375155
WOLFGANG AMADEUS MOZART,Georg Philipp Telemann,0.372055
WOLFGANG AMADEUS MOZART,Anton Bruckner,0.366745
WOLFGANG AMADEUS MOZART,Carl Maria von Weber,0.354226
WOLFGANG AMADEUS MOZART,Dmitri Shostakovich,0.353663
WORAKLS,Joachim Pastor,1.0
WORAKLS,NTO,0.983964
WORAKLS,Teho,0.611672
WORAKLS,N'to,0.590596
WORAKLS,Joris Delacroix,0.586071
